Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
1979 Masters F,L vs Mcenroe,81.3%,70.8%,34.9%,73.0%,50.0%,50.0%,0.0%,20.0%,0.0%,0.0%,-,147,129
1975 Wimbledon F,W vs Connors,88.7%,65.1%,47.6%,63.6%,26.3%,0.0%,16.7%,45.5%,0.0%,0.6%,0.0%,60,58
1972 US Open F,L vs Nastase,75.0%,67.7%,38.4%,66.3%,28.6%,42.9%,0.0%,17.4%,14.3%,0.0%,-,210,118
1972 US Open SF,W vs Richey,90.1%,64.4%,43.9%,65.8%,66.7%,75.0%,0.0%,90.0%,100.0%,0.0%,-,120,102
1969 Wimbledon SF,L vs Laver,95.5%,51.4%,52.4%,50.9%,60.0%,100.0%,100.0%,47.4%,0.0%,0.0%,-,103,85
Career (5 matches),,85.8%,63.0%,43.2%,63.1%,42.9%,55.0%,28.6%,39.7%,43.8%,0.2%,0.0%,124,97
