Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
38,Marty Riessen [USA],27,11,71.1%,4,3,1,75.0%,1962,1979,0,,,,,,,,,,
34,Tom Okker [NED],24,10,70.6%,9,4,5,44.4%,1964,1975,0,,,,,,,,,,
33,Charlie Pasarell [USA],23,10,69.7%,6,4,2,66.7%,1962,1977,0,,,,,,,,,,
30,Bob Lutz [USA],24,6,80.0%,2,2,0,100.0%,1966,1978,0,,,,,,,,,,
28,Stan Smith [USA],16,12,57.1%,1,1,0,100.0%,1966,1979,0,,,,,,,,,,
25,Roy Emerson [AUS],19,6,76.0%,1,0,1,0.0%,1962,1973,0,,,,,,,,,,
24,John Newcombe [AUS],9,15,37.5%,8,2,6,25.0%,1965,1976,0,,,,,,,,,,
24,Cliff Richey [USA],19,5,79.2%,4,4,0,100.0%,1964,1976,0,,,,,,,,,,
23,Rod Laver [AUS],3,20,13.0%,6,2,4,33.3%,1959,1976,0,,,,,,,,,,
20,Ray Ruffels [AUS],17,3,85.0%,3,1,2,33.3%,1965,1978,0,,,,,,,,,,
20,Ken Rosewall [AUS],7,13,35.0%,7,1,6,14.3%,1968,1978,0,,,,,,,,,,
20,Dennis Ralston [USA],8,12,40.0%,2,1,1,50.0%,1962,1971,0,,,,,,,,,,
17,Bjorn Borg [SWE],8,9,47.1%,8,4,4,50.0%,1973,1978,0,,,,,,,,,,
16,John Alexander [AUS],11,5,68.8%,12,9,3,75.0%,1971,1979,0,,,,,,,,,,
16,Harold Solomon [USA],11,5,68.8%,5,3,2,60.0%,1973,1979,0,,,,,,,,,,
