Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Grass,30,25,5,83.3%,8,6,2,75.0%,1966,1978,W,0,,,,,,,,,,
Roland Garros,8,Clay,33,25,8,75.8%,6,3,3,50.0%,1969,1979,QF,0,,,,,,,,,,
Wimbledon,12,Grass,46,35,11,76.1%,1,0,1,0.0%,1963,1979,W,0,,,,,,,,,,
US Open,18,Hard,70,53,17,75.7%,23,13,10,56.5%,1959,1978,W,0,,,,,,,,,,
Davis Cup,10,,32,27,5,84.4%,0,0,0,-,1963,1978,,0,,,,,,,,,,
Los Angeles,10,Carpet,44,36,8,81.8%,4,2,2,50.0%,1961,1978,W,0,,,,,,,,,,
Philadelphia WCT,8,Carpet,30,22,8,73.3%,12,4,8,33.3%,1968,1976,F,0,,,,,,,,,,
South Orange,8,Grass,21,14,7,66.7%,0,0,0,-,1959,1969,W,0,,,,,,,,,,
Boston,7,Clay,29,22,7,75.9%,3,3,0,100.0%,1969,1978,F,0,,,,,,,,,,
Las Vegas,7,Hard,21,15,6,71.4%,6,4,2,66.7%,1968,1979,W,0,,,,,,,,,,
Berkeley,6,Hard,27,22,5,81.5%,3,3,0,100.0%,1963,1971,W,0,,,,,,,,,,
