Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
1988,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,0,,,,,,,,,,,,R32 (Dallas)
1987,4,1,3,25.0%,2-6,25.0%,26-45,36.6%,0-0,-,0,,,,,,,,,,,,R64 (3x)
1986,17,6,11,35.3%,14-23,37.8%,143-175,45.0%,0-1,0.0%,0,,,,,,,,,,,,R16 (2x)
1985,30,8,22,26.7%,26-42,38.2%,264-330,44.4%,0-1,0.0%,0,,,,,,,,,,,,QF (Ginny Championships)
1984,57,29,28,50.9%,62-53,53.9%,495-474,51.1%,7-8,46.7%,0,,,,,,,,,,,,W (Salt Lake City)
1983,59,33,26,55.9%,70-59,54.3%,572-548,51.1%,7-3,70.0%,0,,,,,,,,,,,,W (2x)
1982,63,36,27,57.1%,71-55,56.3%,562-553,50.4%,9-10,47.4%,0,,,,,,,,,,,,SF (Lugano)
1981,47,19,28,40.4%,44-55,44.4%,411-445,48.0%,1-5,16.7%,0,,,,,,,,,,,,QF (5x)
1980,38,19,19,50.0%,38-37,50.7%,320-310,50.8%,4-3,57.1%,0,,,,,,,,,,,,SF (Amelia Island)
1979,41,17,24,41.5%,37-51,42.0%,352-385,47.8%,1-2,33.3%,0,,,,,,,,,,,,SF (2x)
1978,51,28,23,54.9%,57-48,54.3%,470-429,52.3%,2-6,25.0%,0,,,,,,,,,,,,F (San Antonio)
1977,53,36,17,67.9%,70-35,66.7%,536-423,55.9%,7-5,58.3%,0,,,,,,,,,,,,W (3x)
1976,32,14,18,43.8%,33-35,48.5%,287-299,49.0%,2-4,33.3%,0,,,,,,,,,,,,W (Johannesburg Transvaal Chps)
1975,25,14,11,56.0%,31-24,56.4%,250-220,53.2%,2-0,100.0%,0,,,,,,,,,,,,SF (Durban)
1974,5,2,3,40.0%,5-7,41.7%,53-62,46.1%,1-0,100.0%,0,,,,,,,,,,,,SF (2x)
1973,2,0,2,0.0%,1-4,20.0%,12-28,30.0%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,525,262,263,49.9%,561-536,51.1%,4757-4738,50.1%,43-48,47.3%,0,,,,,,,,,,,,
