Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,141,74,67,52.5%,159-140,53.2%,1303-1248,51.1%,10-10,50.0%,0,,,,,,,,,,,
Clay,160,82,78,51.2%,180-161,52.8%,1514-1450,51.1%,12-11,52.2%,0,,,,,,,,,,,
Grass,109,63,46,57.8%,126-98,56.3%,1026-926,52.6%,11-11,50.0%,0,,,,,,,,,,,
Carpet,113,42,71,37.2%,93-135,40.8%,889-1091,44.9%,10-16,38.5%,0,,,,,,,,,,,
Grand Slams,58,25,33,43.1%,55-69,44.4%,487-552,46.9%,3-3,50.0%,0,,,,,,,,,,,
Premiers,2,1,1,50.0%,2-2,50.0%,18-17,51.4%,0-0,-,0,,,,,,,,,,,
Finals,9,7,2,77.8%,14-6,70.0%,105-81,56.5%,0-0,-,0,,,,,,,,,,,
Semi-finals,24,8,16,33.3%,20-31,39.2%,212-250,45.9%,0-2,0.0%,0,,,,,,,,,,,
Quarter-finals,53,24,29,45.3%,49-58,45.8%,444-488,47.6%,4-8,33.3%,0,,,,,,,,,,,
vs Righties,254,102,152,40.2%,229-296,43.6%,2123-2420,46.7%,14-33,29.8%,0,,,,,,,,,,,
vs Lefties,41,10,31,24.4%,22-61,26.5%,280-420,40.0%,6-6,50.0%,0,,,,,,,,,,,
vs Top 10,11,1,10,9.1%,3-20,13.0%,55-124,30.7%,0-1,0.0%,0,,,,,,,,,,,
