Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,3,Grass,3,0,3,0.0%,2,0,2,0.0%,1982,1984,R64,0,,,,,,,,,,
Roland Garros,9,Clay,17,8,9,47.1%,0,0,0,-,1976,1986,R16,0,,,,,,,,,,
Wimbledon,12,Grass,24,12,12,50.0%,2,2,0,100.0%,1975,1986,SF,0,,,,,,,,,,
US Open,9,Hard,14,5,9,35.7%,2,1,1,50.0%,1977,1986,R32,0,,,,,,,,,,
Dallas,10,Hard,17,7,10,41.2%,5,4,1,80.0%,1977,1988,R16,0,,,,,,,,,,
Eastbourne,9,Grass,17,8,9,47.1%,2,0,2,0.0%,1976,1986,R16,0,,,,,,,,,,
Johannesburg,8,Hard,21,12,9,57.1%,3,1,2,33.3%,1973,1984,SF,0,,,,,,,,,,
Hilton Head,8,Clay,15,7,8,46.7%,1,0,1,0.0%,1980,1987,QF,0,,,,,,,,,,
Amelia Island,7,Clay,15,8,7,53.3%,1,0,1,0.0%,1980,1987,SF,0,,,,,,,,,,
Chicago,7,Carpet,12,4,8,33.3%,1,1,0,100.0%,1978,1988,R16,0,,,,,,,,,,
