Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 W25 Montpellier QF,L vs Halbauer,46% (6/13),67% (2/3),0/1,0/0,67% (8/12),3/5,1/2,- (0/0),- (0/0)
2019 W80 Cagnes Sur Mer Q2,W vs Georges,25% (1/4),60% (3/5),0/0,0/0,46% (6/13),2/4,2/3,- (0/0),- (0/0)
2019 W25 Mildura R32,L vs Mcphee,43% (3/7),- (0/0),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2019 W15 Perth R16,L vs Gadecki,50% (10/20),46% (6/13),1/4,0/2,61% (11/18),2/4,1/2,- (0/0),- (0/0)
2019 W15 Perth R32,W vs Ruhrig,58% (11/19),40% (8/20),2/6,1/5,73% (11/15),0/1,0/0,50% (3/6),33% (2/6)
2019 W25 Playford R16,L vs Swan,56% (5/9),0% (0/4),0/0,0/0,50% (4/8),1/3,1/2,- (0/0),- (0/0)
2019 W25 Playford R32,W vs Da Silva Fick,67% (6/9),60% (6/10),2/3,1/1,63% (5/8),0/0,0/0,- (0/0),- (0/0)
2017 Stellenbosch $15K R16,L vs Stadler,43% (3/7),7% (1/14),0/0,0/0,55% (6/11),2/4,0/1,- (0/0),- (0/0)
2017 Stellenbosch $15K R32,W vs Ayukawa,64% (7/11),50% (5/10),2/4,1/3,33% (1/3),0/0,0/0,- (0/0),- (0/0)
2017 Heraklion $15K F,W vs In Albon,80% (8/10),100% (4/4),2/3,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2017 Heraklion $15K SF,W vs Schaeder,50% (8/16),57% (8/14),2/6,1/3,46% (6/13),0/1,0/0,- (0/0),- (0/0)
2017 Heraklion $15K QF,W vs Sabino,78% (7/9),53% (8/15),2/2,1/1,50% (6/12),0/1,0/0,- (0/0),- (0/0)
2017 Heraklion $15K R16,W vs Perper,60% (6/10),47% (7/15),2/2,1/1,60% (6/10),0/0,0/0,- (0/0),- (0/0)
2017 Heraklion $15K R32,W vs Rosca,32% (7/22),53% (10/19),2/3,1/1,55% (11/20),0/1,0/0,- (0/0),- (0/0)
2017 Nantes $25K R32,L vs Ianchuk,50% (8/16),80% (8/10),1/1,0/0,40% (4/10),2/4,1/2,25% (1/4),0% (0/4)
2017 Saint Malo $60K R16,L vs Ivakhnenko,62% (8/13),50% (6/12),1/2,0/0,56% (9/16),1/3,1/2,- (0/0),- (0/0)
2017 Porto $15K R16,L vs Murta,14% (1/7),33% (1/3),0/0,0/0,40% (4/10),4/6,0/1,- (0/0),- (0/0)
2017 Porto $15K R32,W vs Ibbou,53% (9/17),38% (3/8),2/4,1/1,80% (4/5),0/0,0/0,- (0/0),- (0/0)
2017 Contrexeville $100K R32,L vs Hesse,50% (2/4),100% (1/1),0/0,0/0,29% (2/7),2/4,2/3,- (0/0),- (0/0)
2017 Saint Martin Guadeloupe $15K R32,L vs Zhu,70% (7/10),33% (1/3),0/0,0/0,67% (6/9),0/2,0/1,- (0/0),- (0/0)
2019 (7 matches),,51.9%,45.5%,35.7%,25.0%,58.2%,42.1%,50.0%,50.0%,33.3%
2017 (13 matches),,53.3%,49.2%,59.3%,63.6%,52.3%,42.3%,40.0%,25.0%,0.0%
2016 (21 matches),,57.0%,50.6%,45.5%,47.8%,57.0%,58.2%,63.0%,63.1%,35.4%
2015 (11 matches),,57.4%,44.1%,60.0%,71.4%,49.4%,58.1%,60.0%,63.6%,77.8%
2014 (9 matches),,55.2%,46.7%,53.8%,50.0%,57.7%,63.2%,33.3%,52.4%,42.9%
Career (80 matches),,55.2%,47.4%,52.2%,51.9%,55.2%,51.9%,51.3%,60.8%,39.3%
