Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,5,2,3,40.0%,5-7,41.7%,43-63,40.6%,2-0,100.0%,0,,,,,,,,,,,,QF (W50+H Calvi)
2023,10,3,7,30.0%,9-14,39.1%,105-120,46.7%,3-1,75.0%,0,,,,,,,,,,,,R16 (3x)
2020,14,9,5,64.3%,17-12,58.6%,151-137,52.4%,3-0,100.0%,0,,,,,,,,,,,,F (W25 Perth)
2019,16,8,8,50.0%,18-18,50.0%,175-180,49.3%,1-2,33.3%,0,,,,,,,,,,,,QF (2x)
2018,46,33,13,71.7%,72-35,67.3%,568-396,58.9%,3-6,33.3%,0,,,,,,,,,,,,W (3x)
2017,15,8,7,53.3%,18-17,51.4%,168-167,50.1%,1-2,33.3%,0,,,,,,,,,,,,W (Heraklion $15K)
2016,34,20,14,58.8%,43-31,58.1%,378-325,53.8%,7-5,58.3%,0,,,,,,,,,,,,W (2x)
2015,46,26,20,56.5%,57-46,55.3%,492-447,52.4%,6-5,54.5%,0,,,,,,,,,,,,W (Solarino $10K)
2014,42,25,17,59.5%,52-41,55.9%,443-391,53.1%,4-3,57.1%,0,,,,,,,,,,,,W (3x)
2013,42,23,19,54.8%,52-44,54.2%,452-414,52.2%,2-3,40.0%,0,,,,,,,,,,,,SF (4x)
2012,35,20,15,57.1%,45-35,56.3%,397-339,53.9%,3-5,37.5%,0,,,,,,,,,,,,W (Antalya 10K)
2011,19,9,10,47.4%,19-21,47.5%,172-179,49.0%,2-3,40.0%,0,,,,,,,,,,,,QF (4x)
2010,33,16,17,48.5%,40-37,51.9%,348-337,50.8%,2-3,40.0%,0,,,,,,,,,,,,SF (2x)
2009,20,14,6,70.0%,30-16,65.2%,229-178,56.3%,0-3,0.0%,0,,,,,,,,,,,,W (2x)
2008,2,0,2,0.0%,2-4,33.3%,26-32,44.8%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2007,2,0,2,0.0%,0-4,0.0%,12-25,32.4%,0-1,0.0%,0,,,,,,,,,,,,R32 (2x)
Career,381,216,165,56.7%,479-382,55.6%,4159-3730,52.7%,39-42,48.1%,0,,,,,,,,,,,,
