Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W25 Montpellier QF,L vs Halbauer,0.91,0.74,55.2,2.0,-,47.2%,-,55.9%,29.4%,50.0%
2019 W80 Cagnes Sur Mer Q2,W vs Georges,0.94,0.60,37.0,2.4,0.0%,33.3%,0.0%,36.0%,45.8%,37.5%
2019 W25 Mildura R32,L vs Mcphee,0.65,0.30,23.9,2.0,0.0%,57.1%,0.0%,31.6%,29.2%,20.0%
2019 W15 Perth R16,L vs Gadecki,1.05,0.91,84.4,27.1,0.0%,54.1%,1.8%,50.9%,28.8%,54.7%
2019 W15 Perth R32,W vs Ruhrig,1.01,1.15,68.4,2.3,1.8%,53.6%,1.8%,60.0%,49.1%,50.0%
2019 W25 Playford R16,L vs Swan,0.99,0.65,50.2,2.2,0.0%,57.7%,0.0%,43.5%,17.9%,46.4%
2019 W25 Playford R32,W vs Da Silva Fick,1.02,1.38,51.5,2.5,3.3%,56.7%,3.6%,57.1%,54.8%,62.1%
2017 Stellenbosch $15K R16,L vs Stadler,0.86,0.66,40.9,2.1,0.0%,43.3%,0.0%,46.7%,48.7%,35.9%
2017 Stellenbosch $15K R32,W vs Ayukawa,1.08,1.45,46.2,2.0,0.0%,58.6%,0.0%,62.5%,54.1%,52.8%
2017 Heraklion $15K F,W vs In Albon,1.03,1.92,40.3,2.2,0.0%,73.1%,0.0%,70.8%,54.2%,50.0%
2017 Heraklion $15K SF,W vs Schaeder,1.04,1.19,71.9,2.5,0.0%,46.3%,0.0%,56.0%,52.2%,60.0%
2017 Heraklion $15K QF,W vs Sabino,1.11,1.21,58.4,7.3,0.0%,50.0%,5.3%,52.6%,50.0%,56.1%
2017 Heraklion $15K R16,W vs Perper,1.04,1.20,60.4,2.3,2.8%,52.8%,0.0%,54.5%,48.8%,58.5%
2017 Heraklion $15K R32,W vs Rosca,1.06,1.15,78.4,22.1,0.0%,44.4%,0.0%,53.3%,54.0%,56.8%
2017 Nantes $25K R32,L vs Ianchuk,0.81,0.89,79.1,7.0,4.0%,62.0%,2.2%,45.7%,43.4%,57.1%
2017 Saint Malo $60K R16,L vs Ivakhnenko,1.05,0.89,86.2,8.8,0.0%,43.4%,0.0%,57.4%,39.6%,45.1%
2017 Porto $15K R16,L vs Murta,1.06,0.63,36.7,2.0,0.0%,38.5%,0.0%,30.8%,29.6%,48.0%
2017 Porto $15K R32,W vs Ibbou,1.18,1.40,52.7,2.1,2.8%,69.4%,0.0%,60.6%,46.9%,35.5%
2017 Contrexeville $100K R32,L vs Hesse,0.85,0.42,30.7,2.0,0.0%,37.5%,0.0%,42.9%,20.8%,40.0%
2017 Saint Martin Guadeloupe $15K R32,L vs Zhu,0.94,0.71,59.5,2.3,0.0%,50.0%,0.0%,64.5%,31.3%,33.3%
2019 (7 matches),,0.97,0.84,59.5,2.6,0.8%,51.8%,1.2%,50.6%,37.0%,48.3%
2017 (13 matches),,1.01,1.00,61.5,2.8,0.8%,51.1%,0.6%,53.8%,45.2%,49.5%
2016 (21 matches),,1.06,1.06,63.8,3.0,1.5%,56.9%,1.0%,54.2%,44.3%,45.0%
2015 (11 matches),,0.99,0.96,56.3,2.9,0.8%,52.3%,1.7%,55.2%,45.2%,44.0%
2014 (9 matches),,1.06,1.16,59.3,2.8,0.8%,57.5%,1.5%,56.5%,45.8%,48.4%
Career (80 matches),,1.03,1.02,60.6,2.8,1.0%,54.4%,1.1%,54.2%,44.7%,45.7%
