Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2019 W25 Montpellier QF,L vs Halbauer,27% (3/11),67% (2/3),1/4,70% (7/10),43% (3/7),2/2,0/0,0/0,0/0,0/0
2019 W80 Cagnes Sur Mer Q2,W vs Georges,38% (3/8),100% (3/3),1/6,88% (7/8),0% (0/7),0/3,0/0,0/1,0/0,0/1
2019 W25 Mildura R32,L vs Mcphee,0% (0/8),- (0/0),0/4,57% (4/7),0% (0/4),0/0,0/0,2/2,0/0,1/1
2019 W15 Perth R16,L vs Gadecki,41% (7/17),86% (6/7),1/5,65% (11/17),36% (4/11),3/6,1/3,0/2,0/1,0/1
2019 W15 Perth R32,W vs Ruhrig,69% (11/16),73% (8/11),1/4,60% (9/15),56% (5/9),6/7,1/4,0/0,1/4,0/0
2019 W25 Playford R16,L vs Swan,13% (1/8),0% (0/1),0/2,44% (4/9),0% (0/4),0/0,0/0,0/2,0/0,0/1
2019 W25 Playford R32,W vs Da Silva Fick,78% (7/9),86% (6/7),2/3,56% (5/9),40% (2/5),2/4,0/1,0/0,0/0,0/0
2017 Stellenbosch $15K R16,L vs Stadler,63% (5/8),20% (1/5),1/5,75% (6/8),17% (1/6),0/1,0/0,2/2,0/0,1/1
2017 Stellenbosch $15K R32,W vs Ayukawa,67% (6/9),83% (5/6),2/2,33% (3/9),33% (1/3),4/5,2/2,0/0,1/1,0/0
2017 Heraklion $15K F,W vs In Albon,50% (4/8),100% (4/4),1/1,11% (1/9),0% (0/1),4/4,2/2,0/0,1/1,0/0
2017 Heraklion $15K SF,W vs Schaeder,64% (9/14),89% (8/9),3/6,60% (9/15),22% (2/9),4/8,2/3,0/1,1/2,0/0
2017 Heraklion $15K QF,W vs Sabino,62% (8/13),100% (8/8),4/6,54% (7/13),14% (1/7),4/7,1/1,0/0,1/1,0/0
2017 Heraklion $15K R16,W vs Perper,73% (8/11),88% (7/8),2/4,40% (4/10),0% (0/4),2/5,0/1,0/0,0/1,0/0
2017 Heraklion $15K R32,W vs Rosca,63% (10/16),100% (10/10),6/9,63% (10/16),10% (1/10),4/8,0/1,1/1,0/1,0/0
2017 Nantes $25K R32,L vs Ianchuk,57% (8/14),100% (8/8),3/5,50% (7/14),14% (1/7),6/8,1/1,0/1,0/0,0/1
2017 Saint Malo $60K R16,L vs Ivakhnenko,44% (7/16),86% (6/7),4/7,60% (9/15),22% (2/9),3/6,1/2,1/1,0/1,0/0
2017 Porto $15K R16,L vs Murta,29% (2/7),50% (1/2),1/4,86% (6/7),0% (0/6),0/1,0/0,0/2,0/0,0/1
2017 Porto $15K R32,W vs Ibbou,33% (3/9),100% (3/3),1/1,20% (2/10),50% (1/2),2/3,2/2,0/0,1/1,0/0
2017 Contrexeville $100K R32,L vs Hesse,13% (1/8),100% (1/1),1/4,86% (6/7),17% (1/6),1/1,0/0,0/1,0/0,0/0
2017 Saint Martin Guadeloupe $15K R32,L vs Zhu,10% (1/10),100% (1/1),1/3,40% (4/10),25% (1/4),0/1,0/0,0/0,0/0,0/0
2019 (7 matches),,41.6%,78.1%,21.4%,62.7%,29.8%,59.1%,25.0%,28.6%,20.0%,25.0%
2017 (13 matches),,50.3%,87.5%,52.6%,51.7%,16.2%,58.6%,73.3%,44.4%,55.6%,33.3%
2016 (21 matches),,48.0%,80.0%,35.3%,47.0%,27.3%,63.0%,48.1%,57.1%,45.5%,50.0%
2015 (11 matches),,45.6%,78.8%,25.0%,49.6%,21.1%,63.2%,87.5%,61.5%,100.0%,60.0%
2014 (9 matches),,54.1%,79.2%,39.3%,40.4%,25.0%,76.3%,81.8%,77.8%,100.0%,100.0%
Career (80 matches),,48.5%,80.1%,35.4%,50.2%,25.5%,63.7%,60.7%,55.4%,53.8%,46.4%
