Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,12,6,6,50.0%,14-16,46.7%,135-146,48.0%,1-2,33.3%,12,58.5%,37.5%,1.6%,3.9%,65.4%,58.8%,44.9%,54.0%,44.4%,49.4%,0.97,QF (3x)
2025,49,30,19,61.2%,61-45,57.5%,512-449,53.3%,2-4,33.3%,47,58.0%,46.5%,1.1%,4.5%,67.0%,59.0%,42.8%,53.7%,49.0%,51.4%,1.06,W (W50 Heraklion)
2024,56,34,22,60.7%,73-53,57.9%,613-527,53.8%,7-3,70.0%,10,59.2%,42.9%,0.9%,6.0%,66.0%,60.7%,39.0%,53.4%,46.5%,50.1%,1.00,W (W50 Antalya)
2023,47,27,20,57.4%,58-45,56.3%,499-436,53.4%,2-4,33.3%,2,55.0%,47.6%,1.7%,2.5%,60.0%,56.9%,43.8%,51.7%,49.3%,50.4%,1.02,W (W25 Palmanova)
2022,44,28,16,63.6%,64-36,64.0%,510-431,54.2%,12-2,85.7%,0,,,,,,,,,,,,W (2x)
2021,20,7,13,35.0%,17-29,37.0%,211-230,47.8%,2-7,22.2%,0,,,,,,,,,,,,R16 (7x)
2020,7,5,2,71.4%,11-6,64.7%,88-71,55.3%,0-0,-,0,,,,,,,,,,,,SF (W25 Daytona Beach FL)
2019,33,18,15,54.5%,39-36,52.0%,348-335,51.0%,3-3,50.0%,0,,,,,,,,,,,,W (W25 Palmela)
2018,48,31,17,64.6%,67-44,60.4%,548-480,53.3%,7-3,70.0%,0,,,,,,,,,,,,W (Hammamet $15K)
2017,52,32,20,61.5%,72-50,59.0%,609-513,54.3%,8-6,57.1%,0,,,,,,,,,,,,W (TeldeLP De Gran Canaria $15K)
2016,15,4,11,26.7%,11-22,33.3%,149-170,46.7%,1-3,25.0%,0,,,,,,,,,,,,R16 (4x)
2015,3,1,2,33.3%,3-4,42.9%,28-37,43.1%,0-0,-,0,,,,,,,,,,,,R16 (Barcelona 15K)
Career,386,223,163,57.8%,490-386,55.9%,4250-3825,52.6%,45-37,54.9%,71,58.2%,44.2%,1.2%,4.5%,66.3%,59.2%,42.7%,53.7%,47.7%,50.7%,1.03,
