Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
7,Mayar Sherif [EGY],2,5,28.6%,3,1,2,33.3%,2019,2026,4,0.84,0.4%,4.4%,63.5%,53.5%,43.4%,49.8%,42.1%,44.4%,40.0%
6,Lucia Cortez Llorca [ESP],3,3,50.0%,2,1,1,50.0%,2017,2025,1,1.29,0.0%,3.1%,76.6%,57.1%,33.3%,51.6%,62.3%,60.0%,77.8%
5,Darja Semenistaja [LAT],1,4,20.0%,1,0,1,0.0%,2021,2025,4,0.75,2.6%,4.5%,62.7%,55.4%,40.0%,49.6%,37.6%,43.2%,57.1%
5,Iryna Shymanovich [BLR],2,3,40.0%,0,0,0,-,2023,2024,1,1.52,1.4%,4.2%,70.8%,68.6%,61.9%,66.7%,50.6%,75.0%,33.3%
5,Marina Bassols Ribera [ESP],3,2,60.0%,1,0,1,0.0%,2017,2023,1,0.87,1.7%,1.7%,60.3%,60.0%,43.5%,53.4%,40.5%,20.0%,50.0%
5,Eva Guerrero Alvarez [ESP],3,2,60.0%,3,1,2,33.3%,2017,2019,0,,,,,,,,,,
4,Arantxa Rus [NED],3,1,75.0%,0,0,0,-,2021,2026,2,1.19,0.0%,5.4%,72.3%,64.5%,34.1%,56.1%,52.5%,35.7%,43.3%
4,Solana Sierra [ARG],2,2,50.0%,0,0,0,-,2022,2025,1,0.91,0.0%,3.0%,65.7%,56.8%,43.5%,52.2%,43.7%,28.6%,50.0%
4,Irene Burillo Escorihuela [ESP],2,2,50.0%,1,0,1,0.0%,2016,2025,1,1.17,0.0%,8.3%,65.0%,59.0%,42.9%,53.3%,54.8%,42.9%,35.3%
4,Angela Fita Boluda [ESP],4,0,100.0%,1,1,0,100.0%,2018,2025,1,1.58,2.0%,0.0%,56.0%,71.4%,54.5%,64.0%,56.8%,33.3%,50.0%
4,Cristina Bucsa [ESP],0,4,0.0%,2,0,2,0.0%,2016,2019,0,,,,,,,,,,
4,Estrella Cabeza Candela [ESP],0,4,0.0%,1,1,0,100.0%,2016,2018,0,,,,,,,,,,
3,Ilinca Dalina Amariei [ROU],3,0,100.0%,0,0,0,-,2024,2025,2,1.48,0.0%,6.0%,66.4%,67.5%,56.4%,63.8%,53.6%,50.0%,56.3%
3,Isabella Shinikova [BUL],2,1,66.7%,1,1,0,100.0%,2018,2025,1,0.55,1.8%,7.1%,55.4%,41.9%,36.0%,39.3%,33.3%,45.5%,50.0%
3,Tiantsoa Sarah Rakotomanga Rajaonah [FRA],2,1,66.7%,1,1,0,100.0%,2021,2025,2,1.05,2.6%,2.6%,71.2%,53.2%,52.3%,52.9%,49.6%,60.9%,81.8%
