Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,9,Hard,14,5,9,35.7%,1,0,1,0.0%,2011,2020,R64,11,0.90,3.2%,3.5%,62.3%,59.0%,46.6%,54.3%,41.3%,54.5%,54.5%
Roland Garros,10,Clay,15,5,10,33.3%,4,1,3,25.0%,2010,2021,R64,13,0.91,2.1%,2.3%,61.7%,58.2%,48.5%,54.5%,41.4%,50.0%,44.8%
Wimbledon,10,Grass,17,7,10,41.2%,5,2,3,40.0%,2010,2022,R64,9,0.84,3.3%,2.9%,62.3%,58.4%,47.5%,54.3%,38.6%,51.2%,49.1%
US Open,12,Hard,26,14,12,53.8%,9,6,3,66.7%,2007,2021,R32,18,0.98,3.2%,4.4%,60.7%,61.8%,46.0%,55.6%,43.4%,55.4%,47.9%
Fed Cup,12,,32,17,15,53.1%,9,4,5,44.4%,2001,2019,,11,1.21,4.8%,1.6%,65.5%,63.4%,51.3%,59.2%,49.3%,44.8%,51.6%
Stuttgart,3,Clay,6,3,3,50.0%,0,0,0,-,2011,2022,R32,6,0.97,4.0%,1.9%,65.6%,60.9%,48.5%,56.6%,42.1%,46.2%,48.8%
Linz,4,Hard,9,5,4,55.6%,2,0,2,0.0%,2014,2021,R32,9,0.99,4.1%,1.6%,68.6%,60.6%,47.3%,56.4%,43.4%,54.4%,44.3%
Luxembourg,17,Hard,21,4,17,19.0%,7,1,6,14.3%,2001,2021,R16,11,0.84,3.2%,3.4%,60.9%,59.2%,42.4%,52.6%,40.0%,50.0%,36.7%
Eastbourne,3,Grass,5,1,4,20.0%,2,1,1,50.0%,2013,2019,R32,5,0.89,3.6%,3.0%,68.8%,59.4%,37.5%,52.6%,42.2%,46.5%,41.7%
Bol,4,Clay,12,9,3,75.0%,2,1,1,50.0%,2016,2019,W,12,1.10,2.3%,3.9%,62.2%,61.6%,46.8%,56.0%,48.2%,55.1%,47.9%
Nurnberg,2,Clay,4,2,2,50.0%,2,1,1,50.0%,2018,2019,R32,4,1.06,4.0%,2.0%,60.6%,58.3%,46.9%,53.8%,49.0%,41.4%,46.2%
