Mtgs,Opponent,W,L,Win%,TB,W,L,TB%,First,Last,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
6,Johanna Larsson [SWE],2,4,33.3%,1,0,1,0.0%,2008,2020,3,1.04,1.5%,1.0%,69.0%,61.6%,41.9%,55.5%,46.4%,47.8%,60.0%
6,Silvia Soler Espinosa [ESP],3,3,50.0%,1,0,1,0.0%,2011,2016,4,0.93,3.1%,2.3%,64.4%,60.1%,45.2%,54.8%,42.1%,44.8%,54.2%
6,Lourdes Dominguez Lino [ESP],2,4,33.3%,1,1,0,100.0%,2011,2015,0,,,,,,,,,,
5,Alexandra Cadantu Ignatik [ROU],2,3,40.0%,3,1,2,33.3%,2013,2022,2,0.76,0.8%,3.0%,66.7%,53.4%,27.3%,44.7%,42.2%,28.6%,50.0%
5,Mona Barthel [GER],1,4,20.0%,0,0,0,-,2010,2022,1,0.71,0.0%,6.2%,46.2%,46.7%,42.9%,44.6%,39.2%,33.3%,100.0%
5,Kirsten Flipkens [BEL],0,5,0.0%,0,0,0,-,2004,2018,4,0.75,2.8%,2.0%,63.1%,57.3%,35.9%,49.4%,38.2%,56.4%,40.0%
5,Mariana Duque Marino [COL],2,3,40.0%,0,0,0,-,2007,2018,2,0.95,3.4%,4.5%,59.6%,50.9%,44.4%,48.3%,49.1%,18.2%,47.1%
5,Nicole Gibbs [USA],2,3,40.0%,1,0,1,0.0%,2014,2017,2,0.93,1.6%,3.2%,52.4%,63.1%,42.4%,53.2%,43.7%,58.8%,50.0%
5,Anna Tatishvili [GEO],1,4,20.0%,1,0,1,0.0%,2010,2016,4,0.90,3.1%,2.4%,62.2%,53.8%,39.6%,48.4%,46.5%,35.5%,43.2%
5,Renata Voracova [CZE],4,1,80.0%,2,2,0,100.0%,2006,2016,0,,,,,,,,,,
5,Stefanie Voegele [SUI],2,3,40.0%,0,0,0,-,2013,2016,2,0.70,0.8%,2.3%,68.0%,52.9%,41.5%,49.2%,35.3%,57.9%,25.0%
4,Jessica Pegula [USA],2,2,50.0%,0,0,0,-,2012,2019,2,0.94,5.6%,2.1%,70.4%,61.0%,42.9%,55.6%,41.8%,66.7%,33.3%
4,Ons Jabeur [TUN],2,2,50.0%,1,1,0,100.0%,2014,2019,4,0.97,3.1%,4.2%,60.6%,65.7%,46.5%,58.1%,40.6%,64.3%,41.4%
4,Yanina Wickmayer [BEL],1,3,25.0%,2,1,1,50.0%,2012,2019,3,0.88,5.2%,2.8%,62.0%,61.3%,42.1%,54.0%,40.5%,67.6%,24.0%
4,Lena Rueffer [GER],4,0,100.0%,0,0,0,-,2018,2019,1,2.07,12.2%,2.4%,65.9%,77.8%,64.3%,73.2%,55.6%,50.0%,62.5%
