Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2019 Wimbledon R128,L vs Bertens,25.0%,28.8%,37.1%,25.7%,31.4%,34.6%,63.6%,25.0%,0.0%,30.8%,30.8%,44.4%,30.0%,0.0%,0.0%,122
2018 Seoul QF,L vs Tomljanovic,21.4%,24.5%,37.1%,30.5%,33.9%,31.7%,56.0%,20.6%,12.5%,9.4%,12.5%,44.8%,21.1%,46.2%,0.0%,-30
2018 Gstaad F,L vs Cornet,14.8%,20.5%,48.5%,21.8%,29.1%,44.2%,69.6%,62.5%,83.3%,4.2%,8.3%,56.5%,0.0%,90.9%,100.0%,-74
2017 Miami R64,L vs Kuznetsova,15.6%,24.4%,28.9%,17.6%,26.5%,25.0%,70.0%,28.6%,16.7%,9.1%,18.2%,40.0%,0.0%,62.5%,-,-104
2017 Miami R128,W vs Pliskova,21.0%,25.0%,48.9%,21.6%,28.4%,50.0%,30.3%,58.5%,100.0%,23.8%,23.8%,46.9%,81.8%,20.0%,100.0%,68
2016 Luxembourg R32,L vs Petkovic,12.1%,28.6%,51.3%,9.8%,32.8%,49.1%,59.3%,35.3%,16.7%,17.9%,21.4%,56.5%,12.5%,75.0%,100.0%,-23
2014 Luxembourg R32,L vs Barthel,30.3%,33.3%,38.1%,37.1%,42.9%,54.5%,47.1%,5.6%,0.0%,25.9%,25.9%,20.0%,21.4%,7.7%,50.0%,52
2012 Baku R32,W vs Wang,17.2%,22.2%,50.6%,23.7%,30.5%,48.9%,40.7%,37.5%,37.5%,8.1%,10.8%,52.9%,0.0%,50.0%,100.0%,-32
Career (8 matches),,19.3%,25.5%,44.6%,22.8%,31.6%,43.4%,52.5%,37.6%,34.8%,15.9%,18.2%,46.7%,25.9%,44.9%,76.9%,36
