Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,4,3,1,75.0%,6-1,85.7%,42-22,65.6%,0-0,-,3,81.8%,51.6%,4.3%,1.6%,68.1%,71.1%,53.3%,65.4%,52.5%,59.0%,1.52,
2021,9,2,7,22.2%,5-12,29.4%,74-92,44.6%,0-1,0.0%,9,11.6%,62.8%,4.0%,1.5%,63.4%,56.6%,40.2%,50.6%,42.2%,46.5%,0.85,R16 (2x)
2020,1,0,1,0.0%,0-2,0.0%,8-12,40.0%,0-0,-,1,80.0%,0.0%,17.1%,2.4%,56.1%,78.3%,36.1%,59.8%,32.4%,47.3%,0.80,R32 (Lyon)
2019,19,7,12,36.8%,19-25,43.2%,196-201,49.4%,2-2,50.0%,19,65.3%,34.0%,2.9%,2.8%,64.7%,60.2%,49.4%,56.4%,42.6%,49.3%,0.98,R16 (Prague)
2018,18,9,9,50.0%,18-21,46.2%,175-187,48.3%,1-3,25.0%,18,59.1%,38.5%,2.5%,2.5%,64.3%,58.8%,46.5%,54.4%,45.0%,49.7%,0.99,F (Gstaad)
2017,25,10,15,40.0%,24-31,43.6%,233-275,45.9%,4-1,80.0%,25,60.9%,33.1%,4.5%,2.3%,61.4%,60.7%,44.7%,54.6%,41.1%,48.1%,0.91,SF (2x)
2016,15,8,7,53.3%,18-16,52.9%,169-168,50.1%,3-2,60.0%,15,64.5%,36.1%,2.9%,3.9%,62.6%,62.9%,46.8%,56.8%,43.4%,50.0%,1.00,W (Bol)
2015,6,1,5,16.7%,4-11,26.7%,63-82,43.4%,0-0,-,4,57.1%,40.4%,1.2%,1.7%,75.7%,52.7%,51.2%,52.3%,43.0%,47.5%,0.90,R16 (Bogota)
2014,6,1,5,16.7%,3-10,23.1%,50-69,42.0%,0-0,-,4,-,-,4.4%,4.4%,59.7%,60.0%,47.5%,54.9%,42.7%,48.9%,0.95,R32 (3x)
2013,30,12,18,40.0%,29-43,40.3%,315-362,46.5%,3-4,42.9%,25,-,-,3.1%,3.1%,61.9%,61.0%,44.5%,54.8%,42.6%,48.7%,0.94,SF (2x)
2012,25,11,14,44.0%,25-35,41.7%,257-304,45.8%,2-4,33.3%,24,-,-,2.2%,4.0%,60.7%,58.9%,44.1%,53.1%,42.6%,48.0%,0.91,SF (Bad Gastein)
2011,12,3,9,25.0%,9-20,31.0%,106-149,41.6%,1-0,100.0%,6,-,-,2.7%,3.9%,55.8%,63.7%,39.8%,53.2%,40.2%,47.2%,0.86,R16 (Guangzhou)
2010,7,5,2,71.4%,10-5,66.7%,75-58,56.4%,1-0,100.0%,4,-,-,0.4%,5.4%,60.9%,62.4%,47.5%,56.6%,41.8%,49.3%,0.96,
2009,5,0,5,0.0%,3-10,23.1%,46-78,37.1%,1-1,50.0%,1,-,-,1.1%,4.3%,54.3%,56.0%,45.2%,51.1%,46.7%,48.7%,0.95,
2008,2,1,1,50.0%,2-3,40.0%,21-25,45.7%,0-1,0.0%,1,-,-,1.9%,5.7%,56.6%,43.3%,34.8%,39.6%,17.2%,31.7%,0.29,
2007,3,2,1,66.7%,4-4,50.0%,44-42,51.2%,1-1,50.0%,0,,,,,,,,,,,,
2006,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,0,,,,,,,,,,,,
2005,3,1,2,33.3%,2-4,33.3%,26-34,43.3%,1-0,100.0%,0,,,,,,,,,,,,
2003,3,1,2,33.3%,2-5,28.6%,29-39,42.6%,0-1,0.0%,0,,,,,,,,,,,,
2001,1,1,0,100.0%,2-0,100.0%,12-6,66.7%,0-0,-,0,,,,,,,,,,,,
Career,195,78,117,40.0%,185-260,41.6%,1947-2217,46.8%,20-21,48.8%,159,58.4%,38.1%,3.1%,3.0%,62.4%,60.1%,45.0%,54.4%,42.7%,48.6%,0.94,
