Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,33,11,22,33.3%,39-59,39.8%,456-520,46.7%,5-8,38.5%,20,70.2%,15.0%,8.5%,3.7%,59.4%,69.3%,46.1%,59.9%,34.4%,46.9%,0.86
Clay,8,1,7,12.5%,8-20,28.6%,111-151,42.4%,2-1,66.7%,5,66.2%,14.5%,3.7%,3.9%,61.2%,62.1%,47.3%,56.4%,36.0%,46.5%,0.82
Grass,45,13,32,28.9%,46-81,36.2%,575-658,46.6%,6-13,31.6%,42,79.9%,13.6%,8.7%,3.9%,60.8%,71.9%,50.1%,63.4%,32.5%,48.0%,0.89
Grand Slams,16,3,13,18.8%,18-43,29.5%,266-329,44.7%,3-6,33.3%,16,78.2%,12.5%,8.2%,3.2%,60.5%,70.5%,49.2%,62.1%,32.4%,47.5%,0.85
Masters,4,1,3,25.0%,4-7,36.4%,42-51,45.2%,0-0,-,4,74.5%,15.2%,8.2%,2.2%,60.2%,69.8%,52.3%,62.8%,35.6%,48.3%,0.96
Other Tours,45,11,34,24.4%,37-71,34.3%,473-583,44.8%,8-10,44.4%,45,75.7%,15.2%,8.3%,4.4%,60.4%,70.8%,48.3%,61.9%,33.7%,47.7%,0.88
Best of 5,33,11,22,33.3%,46-80,36.5%,583-666,46.7%,5-12,29.4%,17,77.1%,12.0%,7.9%,3.1%,60.8%,69.6%,48.9%,61.4%,32.2%,47.2%,0.84
Best of 3,53,14,39,26.4%,47-80,37.0%,559-663,45.7%,8-10,44.4%,50,75.5%,15.2%,8.3%,4.3%,60.3%,70.7%,48.7%,62.0%,33.9%,47.8%,0.89
Semi-finals,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-1,0.0%,1,80.0%,9.1%,9.6%,0.0%,63.0%,73.9%,51.9%,65.8%,23.1%,45.7%,0.67
Quarter-finals,2,1,1,50.0%,2-3,40.0%,25-25,50.0%,0-1,0.0%,2,83.3%,20.0%,6.3%,5.8%,59.8%,72.6%,43.4%,60.8%,33.1%,48.4%,0.85
vs Righties,68,20,48,29.4%,78-128,37.9%,936-1077,46.5%,11-17,39.3%,53,75.3%,15.0%,8.1%,3.6%,60.7%,69.7%,49.1%,61.6%,33.6%,47.7%,0.87
vs Lefties,17,4,13,23.5%,13-32,28.9%,194-248,43.9%,2-5,28.6%,14,79.0%,10.4%,8.8%,4.8%,59.6%,72.6%,47.5%,62.5%,32.3%,47.2%,0.86
vs Top 10,3,0,3,0.0%,1-8,11.1%,30-54,35.7%,0-1,0.0%,3,68.3%,4.8%,7.9%,4.4%,59.9%,70.9%,45.5%,60.7%,28.3%,44.5%,0.72
