Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-1,0.0%,1,44.4%,22.2%,6.9%,8.6%,62.1%,63.9%,18.2%,46.6%,31.4%,39.4%,0.59,R32 (Cary 1)
2020,12,7,5,58.3%,18-13,58.1%,163-158,50.8%,6-2,75.0%,12,84.8%,14.8%,9.9%,5.3%,60.2%,73.3%,51.8%,64.8%,32.3%,49.5%,0.92,F (Rennes)
2019,31,12,19,38.7%,31-43,41.9%,377-388,49.3%,6-13,31.6%,31,83.5%,15.6%,11.9%,3.6%,59.9%,73.6%,50.8%,64.5%,32.7%,49.3%,0.92,SF (Leon)
2018,39,21,18,53.8%,48-46,51.1%,475-465,50.5%,11-7,61.1%,39,80.7%,19.8%,10.5%,4.4%,59.6%,72.4%,49.5%,63.1%,36.3%,50.0%,0.98,F (2x)
2017,4,2,2,50.0%,4-4,50.0%,39-41,48.8%,2-1,66.7%,4,76.3%,20.5%,15.1%,5.4%,61.8%,73.1%,46.5%,62.9%,35.6%,49.6%,0.96,QF (Chengdu)
2016,19,8,11,42.1%,21-22,48.8%,200-209,48.9%,3-1,75.0%,19,77.6%,19.1%,11.7%,4.7%,57.8%,69.8%,52.0%,62.3%,34.8%,49.1%,0.92,QF (2x)
2015,25,13,12,52.0%,27-30,47.4%,268-278,49.1%,4-4,50.0%,25,79.6%,18.6%,11.1%,3.4%,59.3%,73.2%,49.5%,63.5%,35.3%,49.3%,0.97,W (Bangalore)
2014,38,24,14,63.2%,42-32,56.8%,365-327,52.7%,3-5,37.5%,36,80.7%,25.7%,8.6%,3.3%,61.4%,73.1%,51.7%,64.8%,39.4%,51.9%,1.12,F (2x)
2013,44,26,18,59.1%,59-50,54.1%,524-495,51.4%,7-3,70.0%,44,78.5%,23.9%,9.5%,3.7%,62.7%,71.7%,50.4%,63.8%,38.0%,50.8%,1.05,W (Lexington)
2012,14,8,6,57.1%,17-12,58.6%,137-122,52.9%,2-0,100.0%,14,76.7%,28.1%,10.1%,4.6%,57.4%,69.6%,51.8%,62.0%,40.1%,51.5%,1.06,QF (2x)
2011,34,18,16,52.9%,41-39,51.2%,391-381,50.6%,3-4,42.9%,34,77.0%,24.3%,9.8%,5.0%,54.4%,73.7%,49.4%,62.6%,37.6%,50.1%,1.01,W (Vancouver)
2010,28,15,13,53.6%,34-28,54.8%,306-283,52.0%,6-3,66.7%,28,78.2%,25.6%,9.9%,5.2%,56.8%,72.7%,49.4%,62.6%,38.9%,50.8%,1.04,SF (Loughborough)
2009,24,13,11,54.2%,25-28,47.2%,248-259,48.9%,5-3,62.5%,0,,,,,,,,,,,,W (Sarasota)
2008,11,5,6,45.5%,11-12,47.8%,126-116,52.1%,2-6,25.0%,0,,,,,,,,,,,,QF (Rimouski)
2007,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Manchester)
Career,325,172,153,52.9%,378-363,51.0%,3630-3547,50.6%,60-53,53.1%,287,79.6%,21.7%,10.3%,4.3%,59.3%,72.5%,50.2%,63.4%,36.7%,50.2%,1.00,
