Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,12,8,4,66.7%,11,8,3,72.7%,2003,2007,R16,9,1.03,19.3%,5.1%,63.2%,77.9%,55.9%,69.8%,31.0%,70.9%,36.5%
Roland Garros,2,Clay,2,0,2,0.0%,1,0,1,0.0%,2003,2004,R128,1,0.77,5.1%,7.3%,62.0%,67.1%,42.3%,57.7%,32.5%,69.2%,40.0%
Wimbledon,3,Grass,8,5,3,62.5%,12,8,4,66.7%,2003,2005,R16,7,1.03,19.7%,4.2%,68.4%,80.5%,54.1%,72.1%,28.6%,75.7%,26.3%
US Open,2,Hard,10,8,2,80.0%,3,2,1,66.7%,2003,2004,SF,7,1.01,18.1%,6.0%,58.8%,78.9%,48.3%,66.3%,33.9%,69.2%,41.8%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2004,2004,R32,0,,,,,,,,,,
Davis Cup,5,,7,2,5,28.6%,5,1,4,20.0%,2003,2011,,0,,,,,,,,,,
Stockholm,10,Hard,26,16,10,61.5%,14,8,6,57.1%,2000,2013,SF,25,1.17,20.6%,4.0%,63.6%,81.8%,53.0%,71.3%,33.4%,72.8%,37.9%
Bastad,3,Clay,3,0,3,0.0%,2,1,1,50.0%,2000,2005,R32,3,0.76,9.9%,4.4%,58.6%,70.6%,45.2%,60.1%,30.2%,47.4%,30.0%
Adelaide,2,Hard,9,7,2,77.8%,4,3,1,75.0%,2005,2007,W,8,1.25,16.5%,6.8%,61.2%,80.2%,57.1%,71.2%,36.1%,70.0%,43.5%
Madrid Masters,2,Hard,6,4,2,66.7%,6,3,3,50.0%,2004,2006,QF,5,1.23,24.8%,4.3%,63.0%,83.3%,61.5%,75.3%,30.5%,92.9%,25.0%
San Jose,2,Hard,4,2,2,50.0%,1,0,1,0.0%,2004,2006,QF,4,1.04,16.7%,5.6%,61.3%,77.8%,54.1%,68.6%,32.5%,50.0%,39.1%
Sydney,2,Hard,4,2,2,50.0%,0,0,0,-,2004,2005,R16,4,0.95,12.8%,3.4%,64.5%,71.8%,51.4%,64.5%,33.8%,71.4%,33.3%
