Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2017 Saguenay $60K R16,L vs Xu,0.82,0.31,28.6,2.0,0.0%,36.8%,0.0%,38.9%,23.8%,22.2%
2017 Saguenay $60K R32,W vs Yurovsky,1.06,1.38,44.8,2.1,2.4%,71.4%,5.9%,50.0%,47.7%,51.2%
2017 Brisbane $25K R32,L vs Rogowska,1.02,0.69,59.8,2.0,2.6%,48.7%,5.6%,52.8%,20.7%,48.0%
2017 Penrith $25K R32,L vs Chiang,0.95,0.67,52.5,2.0,2.6%,36.8%,2.7%,56.8%,45.8%,28.6%
2017 Nottingham Q1,L vs Dolehide,0.92,0.68,56.3,2.2,6.3%,53.1%,0.0%,63.3%,23.3%,39.3%
2017 Mildura $25K R32,L vs Dart,0.94,0.78,66.2,3.0,5.4%,56.8%,5.6%,58.3%,35.9%,34.3%
2016 Cordenons $10K R16,L vs Vrljic,0.96,0.84,75.5,2.1,5.1%,61.0%,7.4%,53.7%,37.0%,37.5%
2016 Cordenons $10K R32,W vs Stadler,1.00,1.82,48.4,2.2,28.0%,84.0%,8.0%,68.0%,44.4%,42.4%
2016 Limoges R32,L vs Vikhlyantseva,0.85,0.87,77.5,6.2,9.3%,61.1%,7.5%,60.4%,37.7%,42.9%
2016 Shrewsbury $10K SF,L vs Sugnaux,0.90,0.72,61.2,2.4,2.3%,61.4%,0.0%,52.5%,36.1%,32.3%
2016 Shrewsbury $10K R16,W vs Barnett,0.94,1.36,59.4,2.1,3.3%,66.7%,3.6%,57.1%,48.5%,61.3%
2016 Shrewsbury $10K R32,W vs Griffiths,1.20,2.56,29.8,2.0,21.7%,69.6%,4.8%,71.4%,65.0%,61.1%
2016 Granby $50K R16,L vs Minnen,0.98,0.94,87.4,27.1,0.0%,50.9%,1.9%,65.4%,40.8%,39.5%
2016 Granby $50K R32,W vs Wacnik,0.95,1.54,43.1,2.1,0.0%,63.6%,4.5%,54.5%,69.2%,64.0%
2016 Sacramento CA $50K R32,L vs Sawayanagi,0.89,0.44,36.3,2.2,6.9%,51.7%,3.7%,40.7%,17.4%,38.9%
2016 Surbiton $50K R32,L vs Appleton,0.92,0.78,59.5,2.5,12.8%,53.8%,5.4%,59.5%,30.8%,43.2%
2016 Charlottesville VA $50K R32,L vs Rogowska,0.87,0.63,44.3,2.0,4.0%,40.0%,0.0%,59.1%,35.3%,38.7%
2015 Las Vegas NV $50K R32,L vs Brady,0.87,0.89,73.7,3.1,2.1%,61.7%,0.0%,61.9%,41.5%,37.3%
2015 Albuquerque NM $75K R32,L vs Jones,0.90,0.69,40.6,2.0,10.3%,41.4%,3.7%,37.0%,45.7%,46.9%
2015 Redding CA $25K R32,L vs El Tabakh,0.90,0.80,60.8,3.0,2.8%,66.7%,5.9%,55.9%,45.0%,22.2%
2017 (6 matches),,0.97,0.76,53.0,2.2,3.4%,52.2%,3.7%,54.5%,34.2%,39.3%
2016 (11 matches),,0.94,0.97,61.9,2.5,7.4%,59.6%,4.5%,58.3%,40.7%,44.2%
2015 (7 matches),,0.95,0.82,61.5,2.5,4.3%,56.2%,2.3%,51.9%,41.4%,38.0%
2014 (4 matches),,0.88,0.65,44.8,2.2,3.2%,45.2%,3.5%,46.5%,43.3%,37.1%
2013 (10 matches),,1.04,1.01,73.7,3.6,7.0%,61.0%,9.9%,56.8%,39.7%,40.1%
Career (43 matches),,0.98,0.91,62.4,2.7,5.8%,57.1%,5.5%,55.5%,40.4%,41.4%
