Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,11,3,8,27.3%,5,3,2,60.0%,1999,2010,R64,2,0.72,9.7%,7.8%,60.2%,59.7%,46.3%,54.4%,32.7%,14.3%,14.3%
Roland Garros,4,Clay,4,0,4,0.0%,1,0,1,0.0%,2000,2003,R128,1,0.70,3.6%,3.6%,61.8%,58.8%,47.6%,54.5%,31.7%,60.0%,33.3%
Wimbledon,8,Grass,22,14,8,63.6%,9,4,5,44.4%,1999,2008,SF,1,0.65,15.9%,7.5%,57.0%,72.1%,30.4%,54.2%,29.9%,80.0%,66.7%
US Open,9,Hard,9,0,9,0.0%,1,0,1,0.0%,1998,2008,R128,2,0.82,8.5%,10.2%,63.8%,71.7%,40.6%,60.5%,32.4%,70.0%,10.0%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2003,2003,,0,,,,,,,,,,
Quebec City,12,Hard,24,12,12,50.0%,11,5,6,45.5%,1998,2013,QF,1,0.61,10.3%,12.1%,53.4%,67.7%,33.3%,51.7%,29.4%,20.0%,0.0%
Stanford,12,Hard,22,10,12,45.5%,5,2,3,40.0%,1998,2013,R16,3,0.94,7.4%,12.0%,60.7%,70.1%,40.0%,58.3%,39.0%,48.1%,28.1%
Indian Wells,11,Hard,15,4,11,26.7%,4,2,2,50.0%,1996,2008,R16,1,0.77,2.9%,4.3%,52.9%,45.9%,51.5%,48.6%,39.7%,44.4%,30.0%
San Diego,10,Hard,15,5,10,33.3%,5,2,3,40.0%,1997,2011,R16,1,0.97,8.9%,8.9%,50.0%,73.2%,48.2%,60.7%,38.2%,70.0%,60.0%
Los Angeles,9,Hard,15,6,9,40.0%,3,1,2,33.3%,2000,2009,R16,1,0.51,6.7%,3.3%,70.0%,64.3%,44.4%,58.3%,21.3%,57.1%,0
Charleston,8,Clay,14,6,8,42.9%,2,1,1,50.0%,2001,2012,R32,7,0.91,3.5%,7.4%,57.4%,63.6%,39.3%,53.3%,42.8%,55.9%,41.8%
