Year,WTA Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: WTA Rank,Points,D-Lo Rank,D-Lo
2018,170,342,166,1571,139,1583,150,1514,136,1483,259,273,,
2018,170,342,166,1571,139,1583,150,1514,136,1483,259,273,,
2017,51,1093,47,1805,49,1750,53,1714,50,1654,348,163,,
2016,88,748,87,1717,93,1656,70,1667,97,1561,709,40,,
2015,64,913,107,1691,108,1621,68,1679,107,1544,330,159,,
2014,105,555,98,1710,108,1642,92,1633,,,488,77,,
2013,210,296,188,1543,221,1437,197,1440,107,1530,897,23,,
2012,225,259,,,,,,,,,748,32,,
2011,413,96,,,,,,,,,,,,
2010,812,18,,,,,,,,,,,,
2009,981,8,,,,,,,,,,,,
