Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2018 Brisbane R32,L vs Krunic,4.2,4.3,4.1,51.9%,41.8%,33.3%,44.4%,42.7%,6.4%,15.0,13.9,-7.5,-5.2
2017 Beijing R64,L vs Radwanska,5.8,6.3,5.4,47.3%,50.0%,47.1%,36.1%,55.3%,15.3%,17.0,8.2,-4.0,-2.8
2017 US Open R128,L vs Sevastova,5.1,4.7,5.5,39.7%,61.3%,40.0%,42.1%,43.1%,8.2%,-6.0,-4.9,-9.0,-5.8
2017 Wimbledon R32,L vs Svitolina,4.6,4.8,4.4,43.8%,28.6%,50.0%,43.8%,55.2%,13.1%,6.5,5.4,-9.0,-10.7
2017 Roland Garros R32,L vs Pliskova,4.3,4.5,4.1,47.3%,35.5%,26.7%,45.5%,38.8%,10.0%,-3.0,-4.3,3.0,2.8
2017 Miami R64,L vs Putintseva,6.6,7.5,5.8,43.1%,55.6%,40.9%,55.6%,34.7%,4.2%,9.0,6.4,4.5,1.7
2017 Miami R128,W vs Gibbs,6.2,6.1,6.3,51.9%,52.2%,69.6%,56.0%,43.9%,7.1%,3.5,2.5,11.5,6.8
2017 Australian Open R64,L vs Kerber,6.0,5.3,6.7,50.6%,44.9%,41.7%,41.9%,48.5%,10.1%,-2.0,-0.8,-9.0,-3.6
2016 ITF Biarritz QF,L vs Sramkova,3.4,3.3,3.7,42.0%,40.0%,54.5%,33.3%,35.8%,9.3%,5.0,11.4,-2.5,-3.2
2016 Australian Open R128,L vs Zheng,4.3,3.9,4.9,43.6%,44.0%,30.0%,21.4%,55.2%,3.4%,-5.0,-4.7,-11.0,-13.1
2015 Stuttgart R16,L vs Garcia,3.9,3.8,4.1,42.4%,40.5%,53.8%,50.0%,46.2%,5.6%,4.5,4.4,-4.5,-3.8
2015 Katowice R16,L vs Van Uytvanck,4.2,3.7,4.6,42.6%,46.4%,36.4%,58.3%,42.5%,4.8%,2.5,2.7,-5.0,-4.3
2015 Australian Open R128,W vs Suarez Navarro,4.4,3.7,5.1,55.1%,57.9%,70.6%,66.7%,44.8%,1.0%,2.5,3.0,8.0,8.0
2014 Australian Open Q Q2,L vs Minella,4.2,4.2,4.3,58.2%,56.8%,61.5%,25.0%,54.5%,8.5%,3.5,2.8,7.5,8.0
Career (14 matches),,4.9,4.8,5.1,47.0%,46.7%,47.4%,44.6%,45.9%,7.8%,3.8,3.1,-1.9,-1.4
