Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2018 Linz Q1,L vs Grammatikopoulou,50% (7/14),57% (4/7),1/7,53% (8/15),0% (0/8),2/4,0/0,4/5,0/0,1/2
2018 US Open R64,L vs Williams,38% (3/8),33% (1/3),1/3,63% (5/8),0% (0/5),0/1,0/0,0/2,0/0,0/1
2018 US Open R128,W vs Dolehide,40% (4/10),75% (3/4),1/2,18% (2/11),0% (0/2),2/3,1/1,2/2,0/0,0/0
2018 New Haven Q2,L vs Parmentier,10% (1/10),100% (1/1),0/4,70% (7/10),43% (3/7),1/1,0/1,0/0,0/0,0/0
2018 Gstaad R32,L vs Rodina,53% (9/17),67% (6/9),2/5,47% (8/17),13% (1/8),2/6,0/1,1/2,0/1,1/1
2018 Wimbledon R128,L vs Suarez Navarro,11% (1/9),100% (1/1),0/4,44% (4/9),0% (0/4),0/1,0/0,1/1,0/0,0/0
2018 Mallorca R16,L vs Maria,27% (3/11),33% (1/3),0/2,40% (4/10),50% (2/4),1/1,0/0,0/0,0/0,0/0
2018 Mallorca R32,W vs Schiavone,46% (6/13),67% (4/6),1/1,27% (4/15),75% (3/4),4/4,2/2,2/2,1/1,0/0
2018 s-Hertogenbosch R32,L vs Schoofs,36% (4/11),75% (3/4),2/5,55% (6/11),17% (1/6),2/3,0/0,1/1,0/0,0/0
2018 Roland Garros R128,L vs Ferro,56% (5/9),40% (2/5),2/5,78% (7/9),29% (2/7),1/2,0/0,1/1,0/0,0/0
2018 Nurnberg R32,L vs Barthel,45% (5/11),60% (3/5),2/4,60% (6/10),17% (1/6),3/3,0/0,3/4,0/0,1/1
2018 Prague R32,L vs Vikhlyantseva,50% (5/10),100% (5/5),4/5,80% (8/10),13% (1/8),2/5,0/0,0/2,0/0,0/1
2018 Stuttgart R32,L vs Diyas,44% (4/9),25% (1/4),1/4,63% (5/8),20% (1/5),0/1,0/0,0/0,0/0,0/0
2018 Stuttgart Q3,L vs Vondrousova,29% (4/14),100% (4/4),1/6,50% (7/14),0% (0/7),1/3,0/0,2/3,0/0,1/1
2018 Stuttgart Q2,W vs Zaja,45% (5/11),80% (4/5),0/2,33% (4/12),50% (2/4),3/3,1/1,0/0,1/1,0/0
2018 Stuttgart Q1,W vs Honcova,100% (6/6),83% (5/6),0/0,14% (1/7),100% (1/1),4/4,1/1,0/0,1/1,0/0
2018 Lugano R32,L vs Flipkens,46% (6/13),83% (5/6),1/4,46% (6/13),17% (1/6),3/4,0/0,0/1,0/0,0/1
2018 Miami R32,L vs Diyas,36% (5/14),100% (5/5),1/8,71% (10/14),20% (2/10),2/4,0/1,0/0,0/1,0/0
2018 Miami R64,W vs Goerges,44% (7/16),71% (5/7),1/4,38% (6/16),17% (1/6),4/5,1/1,2/3,1/1,0/0
2018 Miami R128,W vs Maria,44% (4/9),100% (4/4),1/2,20% (2/10),0% (0/2),3/4,2/2,0/0,1/1,0/0
2018 (28 matches),,43.6%,67.7%,26.3%,48.0%,21.2%,68.7%,75.0%,62.5%,72.7%,53.8%
2017 (49 matches),,49.1%,74.1%,35.1%,46.6%,29.6%,69.8%,63.8%,54.2%,76.2%,54.5%
2016 (55 matches),,51.4%,82.3%,38.1%,48.5%,23.3%,65.5%,69.1%,52.0%,75.0%,45.5%
2015 (34 matches),,48.4%,73.4%,36.2%,46.2%,23.3%,68.1%,77.4%,65.5%,84.6%,81.8%
2014 (19 matches),,48.0%,85.7%,38.5%,45.5%,18.9%,57.1%,60.0%,60.9%,42.9%,70.0%
Career (210 matches),,49.4%,77.2%,35.6%,47.1%,24.7%,67.5%,70.4%,57.5%,74.4%,57.1%
