Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R64,L vs Williams,94.3,96.1,6.9,101.4,90.3,109,85,89.8,3.6,91.0,,95,83
2018 US Open R128,W vs Dolehide,93.5,96.0,6.9,99.4,96.6,109,77,88.6,2.6,89.0,,95,85
2017 Wimbledon R32,L vs Svitolina,94.4,96.2,6.8,98.1,93.2,109,86,88.4,3.5,,89.0,94,83
2017 Roland Garros R64,W vs Parmentier,85.1,86.9,5.9,,,99,67,77.9,7.2,,,90,65
2017 Australian Open R64,L vs Kerber,96.1,97.6,6.5,98.4,95.9,108,85,91.2,2.9,88.8,98.0,98,87
2016 US Open R32,L vs Vinci,92.4,94.6,4.0,95.8,93.8,103,85,85.6,4.2,78.0,,95,78
2016 US Open R128,W vs Doi,91.8,93.7,5.8,,,101,76,85.6,4.9,,,94,79
2016 Wimbledon R32,L vs Kerber,96.6,100.3,7.9,101.0,97.5,112,82,89.9,3.2,88.5,,98,83
2016 Australian Open R128,L vs Zheng,93.0,95.4,9.2,,,108,65,86.8,4.3,,,92,77
2015 US Open R128,L vs Muguruza,98.5,101.0,5.7,,,116,90,92.4,6.1,,,105,76
2015 Wimbledon R128,L vs Kerber,97.7,102.5,7.5,,,113,90,90.0,2.5,,,96,86
2015 Roland Garros R64,L vs Errani,92.4,98.8,10.7,,,112,72,74.9,4.1,,,83,66
2015 Australian Open R32,L vs Begu,94.4,100.9,7.9,,,113,79,84.2,4.9,,,93,75
2015 Australian Open R64,W vs Mchale,91.9,95.7,9.2,,,115,83,83.6,4.8,,,90,75
Career (14 matches),,93.7,96.5,6.9,98.7,94.5,116,65,86.7,4.1,88.0,92.0,105,65
