Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2018 Brisbane R32,L vs Krunic,81.1%,38.3%,1.4%,1/0,2.80,25.0%,84.6%,34.1%,1.9%,2.73,34.0%,80.0%,50.0%,0.0%,3.00,0.0%
2017 Beijing R64,L vs Radwanska,73.3%,57.1%,1.2%,1/0,2.45,23.7%,65.9%,55.2%,0.0%,2.47,31.0%,82.9%,58.8%,2.4%,2.38,5.9%
2017 US Open R128,L vs Sevastova,85.7%,48.1%,1.6%,1/0,2.42,1.8%,88.2%,50.0%,2.9%,2.44,2.4%,92.3%,45.8%,0.0%,2.37,0.0%
2017 Wimbledon R32,L vs Svitolina,75.0%,46.2%,3.8%,1/1,2.10,4.0%,75.0%,40.7%,5.6%,2.14,5.1%,80.0%,58.3%,0.0%,1.97,0.0%
2017 Roland Garros R32,L vs Pliskova,70.4%,47.4%,9.3%,3/2,2.91,2.1%,62.1%,44.4%,13.8%,2.97,2.9%,90.9%,50.0%,4.5%,2.76,0.0%
2017 Miami R64,L vs Putintseva,84.0%,57.4%,2.5%,1/0,2.47,1.8%,84.9%,48.9%,1.9%,2.47,2.2%,82.1%,73.9%,3.6%,2.48,0.0%
2017 Miami R128,W vs Gibbs,84.5%,58.3%,4.2%,2/1,2.30,14.0%,82.5%,66.7%,7.5%,2.32,19.4%,93.1%,48.1%,0.0%,2.26,0.0%
2017 Australian Open R64,L vs Kerber,79.2%,41.7%,0.0%,0/0,2.34,1.4%,85.5%,39.6%,0.0%,2.38,1.9%,88.6%,45.2%,0.0%,2.26,0.0%
2016 ITF Biarritz QF,L vs Sramkova,63.6%,35.7%,22.7%,8/2,2.39,2.0%,55.6%,20.0%,44.4%,2.40,2.5%,72.0%,44.4%,8.0%,2.34,0.0%
2016 Australian Open R128,L vs Zheng,68.1%,43.8%,2.1%,1/0,2.14,10.5%,72.4%,42.9%,3.4%,2.17,14.8%,84.6%,45.5%,0.0%,2.06,0.0%
2015 Stuttgart R16,L vs Garcia,67.1%,49.0%,6.8%,1/4,2.71,3.7%,64.7%,48.5%,2.0%,2.78,6.1%,84.2%,50.0%,21.1%,2.59,0.0%
2015 Katowice R16,L vs Van Uytvanck,71.2%,46.8%,0.0%,0/0,2.30,8.3%,62.2%,39.1%,0.0%,2.28,9.5%,85.7%,54.2%,0.0%,2.32,6.7%
2015 Australian Open R128,W vs Suarez Navarro,80.4%,56.8%,0.0%,0/0,2.00,10.3%,86.2%,64.0%,0.0%,2.15,14.3%,80.0%,41.7%,0.0%,1.63,0.0%
2014 Australian Open Q Q2,L vs Minella,70.0%,61.9%,0.0%,0/0,2.90,6.7%,65.7%,56.5%,0.0%,3.02,11.5%,86.4%,68.4%,0.0%,2.72,0.0%
Career (14 matches),,75.9%,49.5%,3.4%,64.5%,2.47,8.3%,75.4%,47.1%,4.0%,2.49,11.2%,84.9%,53.0%,2.7%,2.42,1.0%
