Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,7,1,6,14.3%,3-11,21.4%,64-80,44.4%,1-3,25.0%,0,,,,,,,,,,,,R16 (2x)
2017,1,0,1,0.0%,1-2,33.3%,13-18,41.9%,1-0,100.0%,0,,,,,,,,,,,,R32 (Cagnes Sur Mer $100K)
2016,19,13,6,68.4%,29-17,63.0%,246-193,56.0%,4-3,57.1%,0,,,,,,,,,,,,F (2x)
2015,20,18,2,90.0%,37-8,82.2%,245-164,59.9%,2-1,66.7%,0,,,,,,,,,,,,W (3x)
2014,66,49,17,74.2%,103-49,67.8%,814-586,58.1%,8-8,50.0%,2,-,-,6.1%,8.2%,59.2%,64.4%,30.0%,50.3%,45.3%,48.2%,0.91,W (4x)
2013,35,24,11,68.6%,54-29,65.1%,424-316,57.3%,3-4,42.9%,0,,,,,,,,,,,,W (Hechingen 25K)
2012,30,22,8,73.3%,45-19,70.3%,346-244,58.6%,3-4,42.9%,0,,,,,,,,,,,,W (2x)
2011,31,20,11,64.5%,46-28,62.2%,386-289,57.2%,2-7,22.2%,0,,,,,,,,,,,,W (Zell Am Harmersbach 10K)
2010,15,8,7,53.3%,17-18,48.6%,158-165,48.9%,1-2,33.3%,0,,,,,,,,,,,,SF (Braunschweig 10K)
2009,7,4,3,57.1%,8-6,57.1%,67-62,51.9%,0-0,-,0,,,,,,,,,,,,SF (Wahlstedt 10K)
Career,231,159,72,68.8%,343-187,64.7%,2763-2117,56.6%,25-32,43.9%,2,-,-,6.1%,8.2%,59.2%,64.4%,30.0%,50.3%,45.3%,48.2%,0.91,
