Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2023 US Open R128,W vs Sakkari,80.0%,47.7%,3.6%,1/1,1.76,10.4%,78.1%,40.0%,0.0%,1.76,13.3%,90.5%,57.9%,9.5%,1.76,5.6%
2023 Bad Homburg R16,W vs Andreescu,70.7%,56.1%,3.4%,1/1,2.54,23.8%,64.7%,54.5%,0.0%,2.23,41.7%,90.5%,57.9%,9.5%,2.94,0.0%
2023 Roland Garros R128,L vs Gauff,74.6%,27.3%,5.1%,1/2,2.61,1.4%,75.6%,22.6%,7.3%,2.45,2.3%,86.7%,38.5%,0.0%,2.87,0.0%
2023 Auckland F,L vs Gauff,71.2%,46.8%,3.0%,0/2,2.53,16.2%,70.5%,41.9%,4.5%,2.46,19.2%,84.2%,56.3%,0.0%,2.68,9.1%
2022 Warsaw R32,L vs Chwalinska,88.1%,47.5%,0.0%,0/0,2.06,18.5%,89.1%,48.8%,0.0%,2.07,31.3%,94.7%,44.4%,0.0%,2.05,0.0%
2021 US Open R64,L vs Svitolina,72.9%,20.0%,6.3%,2/1,2.35,13.3%,68.6%,12.5%,0.0%,2.31,31.6%,84.6%,36.4%,23.1%,2.38,0.0%
2021 US Open R128,W vs Bogdan,80.9%,46.4%,2.2%,2/1,2.35,32.5%,81.9%,50.0%,1.2%,2.36,53.5%,87.5%,40.5%,4.2%,2.33,0.0%
2021 ITF Platja F,W vs Burillo Escorihuela,93.4%,60.6%,2.6%,2/0,2.46,0.0%,94.7%,59.3%,0.0%,2.39,0.0%,94.4%,64.7%,11.1%,2.61,0.0%
2016 Gstaad SF,L vs Golubic,71.4%,40.0%,4.8%,1/1,2.56,29.2%,72.0%,50.0%,0.0%,2.60,53.8%,75.0%,25.0%,12.5%,2.51,0.0%
Career (9 matches),,79.2%,45.5%,3.1%,52.6%,2.36,16.2%,79.1%,44.6%,1.5%,2.31,25.9%,87.9%,47.3%,6.8%,2.43,1.0%
