Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,10,5,5,50.0%,12-12,50.0%,115-113,50.4%,1-1,50.0%,10,75.4%,25.0%,7.6%,5.8%,58.0%,74.0%,44.1%,61.5%,38.2%,50.1%,0.99
Clay,3,2,1,66.7%,4-3,57.1%,28-32,46.7%,0-0,-,3,66.7%,26.7%,8.7%,5.2%,58.4%,70.3%,43.1%,59.0%,38.5%,48.6%,0.94
Grass,2,1,1,50.0%,2-2,50.0%,20-18,52.6%,0-1,0.0%,2,84.2%,22.2%,11.5%,3.6%,61.2%,67.1%,55.6%,62.6%,38.0%,51.2%,1.02
Grand Slams,1,0,1,0.0%,0-2,0.0%,6-13,31.6%,0-0,-,1,55.6%,10.0%,5.4%,8.9%,64.3%,63.9%,35.0%,53.6%,29.8%,41.6%,0.64
Premiers,2,1,1,50.0%,2-2,50.0%,20-18,52.6%,0-1,0.0%,2,84.2%,22.2%,11.5%,3.6%,61.2%,67.1%,55.6%,62.6%,38.0%,51.2%,1.02
Internationals,5,3,2,60.0%,7-5,58.3%,58-52,52.7%,1-0,100.0%,5,76.8%,26.4%,7.0%,6.7%,58.6%,74.8%,43.4%,61.7%,39.1%,50.4%,1.02
Quarter-finals,1,0,1,0.0%,1-2,33.3%,11-17,39.3%,0-0,-,1,57.1%,21.4%,7.2%,12.0%,43.4%,72.2%,36.2%,51.8%,37.9%,44.4%,0.79
vs Righties,14,8,6,57.1%,17-15,53.1%,152-146,51.0%,1-2,33.3%,14,76.5%,25.3%,8.4%,4.8%,59.8%,72.5%,46.5%,62.0%,38.3%,50.5%,1.01
vs Lefties,1,0,1,0.0%,1-2,33.3%,11-17,39.3%,0-0,-,1,57.1%,21.4%,7.2%,12.0%,43.4%,72.2%,36.2%,51.8%,37.9%,44.4%,0.79
vs Top 10,2,0,2,0.0%,0-4,0.0%,14-26,35.0%,0-1,0.0%,2,63.2%,10.0%,7.1%,5.7%,62.1%,64.4%,41.5%,55.7%,33.3%,44.7%,0.75
