Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2023 US Open R64,L vs Schmiedlova,101.9,107.1,7.9,110.1,103.7,120,84,88.5,6.6,88.0,87.0,98,72
2023 US Open R128,W vs Sakkari,101.1,107.5,5.8,109.6,106.6,117,95,89.0,5.9,,,98,77
2022 Wimbledon R128,L vs Dart,103.2,106.9,6.0,107.7,104.6,117,95,94.8,2.4,95.0,93.3,97,89
2021 US Open R64,L vs Svitolina,95.8,108.1,7.1,110.6,100.8,118,89,82.2,7.8,,87.3,95,70
2021 US Open R128,W vs Bogdan,98.9,109.3,7.5,112.0,107.3,120,69,79.1,9.1,,83.7,100,62
Career (5 matches),,99.9,108.1,7.0,110.4,105.2,120,69,84.7,7.1,92.7,86.5,100,62
