Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2024 US Open R128,L vs Krueger,44,46,1.0,15.9%,16.6%,25,36,0.7,10.7%,15.5%,5.2%,5.2%,1.2,21.3%,18.1%
2024 Chicago CH R16,W vs Basavareddy,23,12,1.9,24.0%,12.5%,15,7,2.1,19.2%,9.0%,7.7%,11.5%,0.3,8.3%,24.0%
2024 Granby CH SF,L vs Yunchaokete,13,20,0.7,13.1%,20.2%,12,16,0.8,13.0%,17.4%,7.6%,5.4%,1.5,17.2%,11.1%
2024 Marseille R32,L vs Korda,22,16,1.4,12.2%,8.8%,15,8,1.9,9.7%,5.2%,5.2%,3.9%,1.0,19.9%,19.3%
2022 US Open R64,L vs Berrettini,30,24,1.3,11.6%,9.3%,23,17,1.4,10.2%,7.6%,1.8%,5.8%,1.6,29.0%,18.1%
2022 US Open R128,W vs Etcheverry,37,31,1.2,18.0%,15.0%,28,26,1.1,15.6%,14.4%,12.8%,2.8%,0.7,15.5%,23.3%
2022 Wimbledon R64,L vs Garin,11,20,0.6,7.9%,14.4%,6,17,0.4,4.9%,13.9%,3.3%,0.8%,1.8,26.6%,15.1%
2022 Wimbledon R128,W vs Huesler,46,34,1.4,14.2%,10.5%,31,29,1.1,11.1%,10.4%,6.1%,4.6%,1.1,19.5%,18.0%
2021 Villena CH R16,W vs Lopez,23,24,1.0,14.6%,15.3%,15,22,0.7,11.1%,16.3%,8.1%,3.0%,0.5,12.1%,25.5%
Career (9 matches),,249,227,1.1,14.3%,13.1%,170,178,1.0,11.3%,11.9%,6.1%,4.5%,1.0,19.9%,19.2%
