Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,4,1,3,25.0%,2-6,25.0%,38-41,48.1%,0-2,0.0%,4,70.0%,26.3%,12.3%,3.5%,67.7%,69.3%,42.9%,60.8%,36.2%,49.2%,0.92,R16 (Manama)
2025,58,33,25,56.9%,77-57,57.5%,681-621,52.3%,10-12,45.5%,57,80.5%,24.6%,11.0%,5.3%,63.0%,73.3%,49.6%,64.5%,37.9%,51.1%,1.07,F (Villena)
2024,35,18,17,51.4%,41-39,51.2%,391-408,48.9%,9-6,60.0%,35,76.6%,21.0%,9.7%,6.3%,62.9%,71.7%,46.0%,62.2%,38.1%,49.9%,1.01,SF (3x)
2023,37,20,17,54.1%,46-41,52.9%,429-422,50.4%,7-4,63.6%,37,80.1%,19.9%,11.6%,4.4%,62.8%,73.3%,47.6%,63.7%,36.7%,50.1%,1.01,W (2x)
2022,47,27,20,57.4%,61-45,57.5%,552-489,53.0%,8-9,47.1%,47,78.1%,27.7%,8.0%,5.2%,64.0%,70.8%,48.3%,62.7%,40.1%,51.1%,1.08,W (2x)
2021,51,30,21,58.8%,63-52,54.8%,575-545,51.3%,6-8,42.9%,51,80.7%,22.9%,8.9%,4.3%,64.9%,71.9%,49.8%,64.1%,38.6%,51.0%,1.08,W (Roanne)
2020,28,15,13,53.6%,33-31,51.6%,306-303,50.2%,6-2,75.0%,27,74.3%,25.2%,10.0%,2.8%,64.2%,69.7%,47.6%,61.8%,38.0%,49.8%,1.00,SF (Bangkok)
2019,30,14,16,46.7%,35-35,50.0%,337-335,50.1%,5-4,55.6%,30,77.2%,22.7%,9.5%,3.6%,62.1%,72.0%,44.4%,61.6%,37.4%,49.6%,0.97,SF (Segovia)
2018,18,7,11,38.9%,17-25,40.5%,192-218,46.8%,3-2,60.0%,18,71.8%,21.7%,6.4%,5.1%,59.4%,69.2%,46.8%,60.1%,37.6%,48.8%,0.94,QF (2x)
2017,8,3,5,37.5%,8-11,42.1%,92-91,50.3%,2-2,50.0%,8,71.6%,29.7%,6.2%,6.4%,54.8%,68.8%,45.8%,58.4%,40.0%,49.3%,0.96,R16 (3x)
2016,2,0,2,0.0%,1-4,20.0%,14-29,32.6%,0-0,-,2,47.6%,18.2%,4.2%,3.4%,68.9%,57.3%,35.1%,50.4%,32.3%,41.1%,0.65,R32 (2x)
2015,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,50.0%,11.1%,5.0%,3.3%,63.3%,55.3%,40.9%,50.0%,29.6%,40.4%,0.59,R32 (St Remy)
Career,319,168,151,52.7%,384-348,52.5%,3612-3514,50.7%,56-51,52.3%,317,77.7%,23.6%,9.5%,4.7%,63.1%,71.6%,47.7%,62.7%,38.2%,50.3%,1.02,
