Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2019 Roland Garros R128,L vs Garcia,93.7,99.6,7.3,,,109,81,81.2,5.9,,,95,70
2018 US Open R128,L vs Vondrousova,93.5,97.3,8.2,106.4,96.8,110,79,86.3,4.7,89.5,81.3,95,77
2017 US Open R128,L vs Makarova,98.3,103.7,9.0,109.2,100.3,115,87,84.2,7.7,89.3,82.0,101,69
2017 Wimbledon R128,L vs Vandeweghe,96.7,103.8,7.9,107.4,101.2,113,70,80.9,6.4,85.5,80.2,90,66
2017 Australian Open R16,L vs Williams,92.7,97.2,5.8,100.8,94.1,108,87,81.9,7.6,81.5,77.0,95,65
2017 Australian Open R32,W vs Barty,91.5,99.3,7.2,103.2,94.6,109,80,79.3,7.9,87.4,79.7,101,69
2017 Australian Open R128,W vs Aiava,88.8,94.5,8.6,100.8,90.8,107,78,76.2,9.2,78.3,75.0,94,64
2015 US Open R32,L vs Lepchenko,94.0,101.6,5.5,,,110,86,77.8,5.7,,,90,68
2015 US Open R64,W vs Govortsova,93.4,102.0,9.3,,,111,64,81.2,8.0,,,96,67
2015 Australian Open R64,L vs Kvitova,93.4,100.5,6.4,,,109,86,85.1,5.2,,,97,75
2014 US Open R64,L vs Lepchenko,90.9,96.3,9.0,,,108,78,80.4,6.7,,,89,67
2014 US Open R128,W vs Zhang,93.4,99.3,9.9,,,110,67,75.1,4.5,,,82,66
2014 Wimbledon R64,L vs Kvitova,96.5,99.2,6.5,,,108,85,82.4,4.7,,,92,76
2014 Roland Garros R32,L vs Parmentier,89.3,97.1,7.0,,,107,75,76.5,8.1,,,97,64
2014 Roland Garros R64,W vs Lisicki,93.7,98.0,8.4,,,109,78,80.6,9.6,,,99,67
2014 Australian Open R32,L vs Pennetta,90.3,,,,,102,,,,,,,70
2014 Australian Open R128,W vs Zhang,85.9,,,,,102,,,,,,,64
2013 US Open R64,L vs Riske Amritraj,92.6,,,,,107,,,,,,,68
2013 Roland Garros R128,L vs Kerber,90.5,,,,,113,,,,,,,70
2012 Wimbledon R128,L vs Zvonareva,92.8,,,,,112,,,,,,,70
Career (26 matches),,92.4,99.4,7.7,104.5,96.4,115,64,79.7,6.8,86.1,79.9,101,64
