Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,201,97,104,48.3%,230-233,49.7%,2191-2171,50.2%,26-27,49.1%,179,67.2%,27.9%,5.5%,6.7%,58.1%,66.6%,44.6%,57.4%,42.4%,49.9%,0.99
Clay,90,39,51,43.3%,95-112,45.9%,966-999,49.2%,12-18,40.0%,88,62.0%,34.6%,4.4%,7.2%,58.7%,64.9%,43.5%,56.0%,43.1%,49.5%,0.98
Grass,35,10,25,28.6%,27-53,33.8%,349-437,44.4%,5-6,45.5%,35,69.1%,19.3%,5.5%,6.5%,60.6%,65.7%,44.2%,57.3%,38.0%,47.9%,0.89
Carpet,9,7,2,77.8%,16-5,76.2%,117-84,58.2%,4-0,100.0%,9,-,-,5.2%,4.9%,58.0%,71.7%,48.1%,61.8%,46.6%,54.3%,1.22
Grand Slams,57,21,36,36.8%,51-79,39.2%,563-653,46.3%,6-4,60.0%,54,63.7%,22.3%,4.4%,6.1%,60.7%,65.0%,43.3%,56.5%,39.9%,48.3%,0.92
Premiers,72,33,39,45.8%,84-82,50.6%,790-800,49.7%,16-9,64.0%,70,64.5%,32.5%,5.8%,6.2%,58.2%,66.8%,44.7%,57.6%,42.7%,50.2%,1.01
Internationals,167,84,83,50.3%,195-188,50.9%,1855-1800,50.8%,24-29,45.3%,153,66.7%,29.5%,5.2%,7.2%,58.2%,66.3%,44.8%,57.3%,42.8%,50.0%,1.00
Finals,7,4,3,57.1%,9-7,56.3%,81-79,50.6%,3-1,75.0%,6,60.0%,37.5%,4.2%,5.8%,64.0%,63.5%,48.1%,58.0%,45.1%,51.3%,1.07
Semi-finals,14,7,7,50.0%,16-16,50.0%,150-146,50.7%,1-3,25.0%,13,62.2%,36.4%,5.0%,6.7%,59.8%,64.4%,46.2%,57.1%,41.9%,49.5%,0.98
Quarter-finals,24,14,10,58.3%,34-20,63.0%,278-247,53.0%,8-1,88.9%,20,67.4%,28.1%,5.8%,6.2%,58.7%,68.3%,44.4%,58.4%,44.0%,51.3%,1.06
vs Righties,304,143,161,47.0%,341-359,48.7%,3329-3337,49.9%,43-48,47.3%,281,66.2%,29.8%,5.2%,6.7%,58.6%,66.3%,44.4%,57.2%,42.4%,49.9%,0.99
vs Lefties,31,10,21,32.3%,27-44,38.0%,294-354,45.4%,4-3,57.1%,30,60.4%,23.5%,5.4%,7.1%,58.1%,64.7%,43.3%,55.7%,40.3%,47.9%,0.91
vs Top 10,27,5,22,18.5%,20-45,30.8%,272-349,43.8%,4-6,40.0%,25,57.7%,31.3%,5.0%,5.7%,59.3%,65.8%,41.4%,55.8%,41.2%,48.5%,0.93
