Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,25,13,12,52.0%,2,2,0,100.0%,2012,2025,R16,21,0.94,5.6%,6.6%,59.4%,67.1%,46.5%,58.7%,38.9%,57.8%,36.8%
Roland Garros,13,Clay,21,8,13,38.1%,5,2,3,40.0%,2011,2025,R32,21,0.95,4.0%,6.2%,58.2%,62.4%,43.1%,54.3%,43.4%,49.4%,47.9%
Wimbledon,14,Grass,23,9,14,39.1%,7,4,3,57.1%,2010,2025,R64,17,0.89,5.4%,5.8%,61.0%,65.2%,43.3%,56.7%,38.5%,54.7%,38.3%
US Open,13,Hard,21,7,14,33.3%,3,3,0,100.0%,2010,2025,R32,18,0.90,5.1%,8.6%,59.3%,66.5%,38.3%,55.0%,40.7%,59.7%,40.3%
Olympics,2,,2,0,2,0.0%,0,0,0,-,2012,2021,R64,1,0.84,1.7%,0.0%,60.0%,47.2%,45.8%,46.7%,44.7%,41.7%,66.7%
Fed Cup,2,,3,2,1,66.7%,1,0,1,0.0%,2013,2019,,1,1.29,15.0%,8.3%,60.0%,75.0%,54.2%,66.7%,42.9%,66.7%,60.0%
Limoges 125,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2023,2025,R32,2,1.04,8.1%,15.4%,47.0%,71.4%,48.1%,59.1%,42.6%,40.0%,35.0%
Angers 125,3,Hard,9,6,3,66.7%,3,1,2,33.3%,2023,2025,SF,8,1.18,7.7%,7.0%,58.8%,73.4%,44.5%,61.5%,45.3%,68.1%,47.5%
Montreux 125,2,Clay,3,1,2,33.3%,0,0,0,-,2024,2025,R16,3,1.17,3.2%,4.5%,48.6%,67.5%,45.7%,56.3%,51.3%,54.8%,52.9%
Valencia 125,3,Clay,7,4,3,57.1%,2,1,1,50.0%,2023,2025,QF,7,1.05,5.8%,11.3%,50.3%,72.0%,41.2%,56.7%,45.6%,55.2%,42.9%
Makarska 125,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2023,2025,QF,3,1.13,1.2%,9.8%,56.1%,67.9%,44.9%,57.8%,47.8%,50.0%,40.0%
Prague,6,Clay,15,10,5,66.7%,5,4,1,80.0%,2017,2024,W,15,1.11,6.5%,7.5%,61.0%,64.9%,48.1%,58.3%,46.4%,51.4%,44.1%
