Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,20,13,7,65.0%,27-16,62.8%,227-176,56.3%,3-2,60.0%,20,72.4%,39.5%,7.2%,10.2%,54.6%,71.8%,46.3%,60.2%,45.3%,52.9%,1.14,SF (W50 Helsinki)
2025,41,23,18,56.1%,53-42,55.8%,479-409,53.9%,5-7,41.7%,41,68.9%,38.1%,6.4%,9.4%,54.5%,68.5%,45.4%,58.0%,45.5%,51.7%,1.08,SF (2x)
2024,56,36,20,64.3%,80-54,59.7%,688-578,54.3%,7-9,43.8%,8,68.5%,45.3%,5.7%,8.1%,54.7%,71.9%,43.7%,59.1%,48.0%,53.6%,1.17,W (W75 Hamburg)
2023,51,25,26,49.0%,58-62,48.3%,584-572,50.5%,6-11,35.3%,4,55.8%,33.3%,3.6%,8.8%,58.0%,63.5%,34.9%,51.5%,45.2%,48.3%,0.93,W (W25 Ortisei)
2022,61,36,25,59.0%,77-60,56.2%,698-609,53.4%,5-12,29.4%,0,,,,,,,,,,,,W (W25 Petange)
2021,4,2,2,50.0%,5-6,45.5%,60-53,53.1%,0-3,0.0%,0,,,,,,,,,,,,QF (W60 Bellinzona)
2020,5,2,3,40.0%,5-7,41.7%,60-68,46.9%,2-0,100.0%,1,44.4%,12.5%,4.7%,6.3%,56.3%,55.6%,39.3%,48.4%,29.5%,40.7%,0.57,QF (W100 Nicholasville KY)
2019,3,2,1,66.7%,5-3,62.5%,38-32,54.3%,0-0,-,3,63.9%,44.1%,4.0%,8.0%,54.9%,67.5%,44.6%,57.1%,46.7%,52.1%,1.09,QF (Bastad)
2018,15,9,6,60.0%,20-14,58.8%,169-152,52.6%,1-2,33.3%,5,61.3%,39.3%,4.2%,10.8%,54.5%,63.2%,45.2%,55.0%,45.9%,50.4%,1.02,F (Chicago)
2016,10,6,4,60.0%,13-9,59.1%,106-100,51.5%,2-0,100.0%,1,66.7%,10.0%,5.8%,5.8%,59.6%,61.3%,57.1%,59.6%,28.6%,43.5%,0.71,SF (Dubai $100K)
2011,45,33,12,73.3%,71-29,71.0%,540-369,59.4%,2-6,25.0%,0,,,,,,,,,,,,W (3x)
2010,44,28,16,63.6%,61-39,61.0%,506-422,54.5%,7-5,58.3%,0,,,,,,,,,,,,W (2x)
2009,26,14,12,53.8%,33-27,55.0%,287-259,52.6%,3-4,42.9%,0,,,,,,,,,,,,SF (2x)
2008,25,17,8,68.0%,36-22,62.1%,297-232,56.1%,2-4,33.3%,0,,,,,,,,,,,,F (2x)
2007,12,6,6,50.0%,13-13,50.0%,126-110,53.4%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
Career,418,252,166,60.3%,557-403,58.0%,4865-4141,54.0%,45-66,40.5%,83,68.1%,38.7%,6.1%,9.4%,54.8%,68.7%,44.9%,57.9%,45.5%,51.7%,1.08,
