Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2021 W100 Landisville PA Q2,L vs Raducanu,16,18,0.9,15.5%,17.5%,11,13,0.8,12.1%,14.3%,4.4%,7.7%,1.0,6.8%,6.8%
2021 Wimbledon R128,L vs Zhu,34,51,0.7,16.0%,23.9%,27,40,0.7,14.3%,21.2%,9.0%,5.3%,0.9,10.8%,11.7%
2021 Australian Open R64,L vs Muchova,8,19,0.4,7.1%,17.0%,8,19,0.4,8.2%,19.4%,,,2.0,19.6%,9.8%
2021 Australian Open R128,W vs Cocciaretto,32,42,0.8,16.8%,22.0%,32,42,0.8,17.9%,23.5%,,,1.0,13.1%,13.6%
2019 Wimbledon R128,L vs Bouzkova,14,28,0.5,13.7%,27.5%,14,25,0.6,14.1%,25.3%,9.1%,5.1%,1.0,15.7%,15.7%
2019 Roland Garros R128,L vs Garcia,10,14,0.7,8.8%,12.3%,10,14,0.7,9.7%,13.6%,,,1.2,18.4%,14.9%
2018 Chicago F,L vs Martic,18,33,0.5,16.7%,30.6%,18,28,0.6,17.8%,27.7%,11.9%,5.9%,1.6,13.0%,8.3%
2018 US Open R128,L vs Vondrousova,13,36,0.4,11.5%,31.9%,11,30,0.4,11.3%,30.9%,8.2%,3.1%,0.8,14.2%,16.8%
2018 Prague $80K QF,L vs Swiatek,16,24,0.7,13.2%,19.8%,14,16,0.9,13.2%,15.1%,4.7%,8.5%,1.1,21.5%,19.0%
2018 Wimbledon R128,L vs Wickmayer,17,27,0.6,12.6%,20.0%,14,18,0.8,11.8%,15.1%,4.2%,7.6%,1.1,15.6%,14.8%
2017 US Open R128,L vs Makarova,21,32,0.7,20.6%,31.4%,17,28,0.6,18.1%,29.8%,6.4%,10.6%,1.3,11.8%,8.8%
2017 Wimbledon R128,L vs Vandeweghe,17,27,0.6,11.5%,18.2%,14,20,0.7,10.9%,15.5%,5.4%,5.4%,1.4,20.3%,14.9%
2017 Roland Garros R128,L vs Pironkova,18,18,1.0,16.8%,16.8%,17,16,1.1,16.8%,15.8%,7.9%,8.9%,1.2,14.0%,12.1%
2017 Biel R16,L vs Mertens,18,26,0.7,16.2%,23.4%,17,26,0.7,15.5%,23.6%,5.5%,8.2%,1.3,15.3%,11.7%
2017 Australian Open R16,L vs Williams,14,25,0.6,9.7%,17.4%,13,24,0.5,9.9%,18.3%,6.9%,2.3%,0.9,21.5%,22.9%
2017 Australian Open R32,W vs Barty,24,33,0.7,12.8%,17.6%,21,28,0.8,12.1%,16.1%,6.9%,4.6%,0.8,19.1%,22.9%
2017 Australian Open R64,W vs Puig,26,22,1.2,21.0%,17.7%,20,18,1.1,18.0%,16.2%,8.1%,9.0%,0.8,18.5%,22.6%
2017 Australian Open R128,W vs Aiava,19,24,0.8,13.1%,16.6%,14,20,0.7,11.1%,15.9%,7.1%,4.0%,0.7,17.2%,26.2%
2016 Wimbledon R64,L vs Bertens,21,28,0.8,16.4%,21.9%,17,27,0.6,14.2%,22.5%,7.5%,6.7%,0.7,10.9%,16.4%
2016 Wimbledon R128,W vs Kovinic,13,28,0.5,9.0%,19.4%,10,25,0.4,7.8%,19.5%,4.7%,3.1%,0.8,13.9%,18.1%
Career (53 matches),,1132,1439,0.8,16.0%,20.3%,987,1228,0.8,15.3%,19.1%,6.1%,5.4%,0.9,15.2%,16.6%
