Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2021 W100 Landisville PA Q2,L vs Raducanu,44% (4/9),25% (1/4),0/0,0/0,44% (4/9),0/2,0/1,- (0/0),- (0/0)
2021 Wimbledon R128,L vs Zhu,43% (9/21),50% (3/6),1/2,0/0,54% (7/13),1/3,0/1,100% (5/5),50% (2/4)
2021 Australian Open R64,L vs Muchova,100% (4/4),33% (1/3),0/0,0/0,55% (6/11),5/7,1/2,- (0/0),- (0/0)
2021 Australian Open R128,W vs Cocciaretto,63% (12/19),25% (3/12),2/4,1/3,67% (4/6),0/1,0/0,- (0/0),- (0/0)
2019 Bastad R16,W vs Mrdeza,100% (6/6),75% (6/8),2/2,1/1,0% (0/2),0/0,0/0,- (0/0),- (0/0)
2019 Wimbledon R128,L vs Bouzkova,56% (5/9),50% (1/2),0/0,0/0,20% (1/5),0/2,0/1,- (0/0),- (0/0)
2019 Roland Garros R128,L vs Garcia,42% (5/12),25% (1/4),0/0,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2019 Nurnberg R32,W vs Ormaechea,71% (10/14),50% (5/10),2/4,1/3,25% (1/4),0/1,0/0,- (0/0),- (0/0)
2019 Rome R64,L vs Kontaveit,79% (11/14),33% (3/9),1/1,0/0,69% (9/13),2/4,2/3,- (0/0),- (0/0)
2019 Prague R32,L vs Strycova,33% (5/15),100% (1/1),0/0,0/0,60% (6/10),0/2,0/1,- (0/0),- (0/0)
2019 Fed Cup RR,W vs Ostapenko,90% (9/10),60% (3/5),2/2,1/1,67% (2/3),0/0,0/0,- (0/0),- (0/0)
2019 Lugano R32,L vs Cirstea,50% (9/18),30% (3/10),1/1,0/0,45% (5/11),4/6,2/3,71% (5/7),43% (3/7)
2019 Indian Wells R16,L vs Williams,32% (6/19),40% (2/5),0/0,0/0,60% (6/10),2/4,1/2,- (0/0),- (0/0)
2019 Indian Wells R32,W vs Goerges,38% (8/21),38% (6/16),2/2,1/1,56% (9/16),1/2,0/0,- (0/0),- (0/0)
2019 Indian Wells R64,W vs Keys,56% (9/16),58% (7/12),2/3,1/1,67% (10/15),2/3,0/0,- (0/0),- (0/0)
2019 Indian Wells R128,W vs Zhu,71% (12/17),54% (7/13),2/2,1/1,44% (4/9),0/1,0/0,40% (2/5),33% (2/6)
2019 Budapest R32,L vs Begu,53% (10/19),20% (2/10),1/1,0/0,0% (0/4),0/2,0/1,- (0/0),- (0/0)
2019 Hua Hin R16,L vs Muguruza,63% (5/8),75% (3/4),0/0,0/0,33% (3/9),1/3,1/2,- (0/0),- (0/0)
2019 Hua Hin R32,W vs Ferro,60% (9/15),36% (4/11),2/5,1/2,63% (5/8),0/1,0/0,- (0/0),- (0/0)
2019 Australian Open R128,L vs Sevastova,50% (3/6),17% (1/6),0/0,0/0,62% (8/13),0/2,0/1,- (0/0),- (0/0)
2021 (4 matches),,54.7%,32.0%,50.0%,33.3%,53.8%,46.2%,25.0%,100.0%,50.0%
2019 (18 matches),,57.8%,42.9%,73.1%,66.7%,52.6%,32.4%,37.5%,68.8%,47.1%
2018 (39 matches),,60.7%,43.5%,53.2%,53.1%,58.0%,46.5%,46.3%,61.0%,37.2%
2017 (36 matches),,57.9%,42.2%,47.8%,46.2%,54.7%,51.1%,35.7%,66.7%,52.1%
2016 (19 matches),,65.7%,40.8%,54.5%,53.3%,50.0%,45.5%,57.7%,66.7%,54.5%
Career (283 matches),,58.0%,44.1%,52.4%,52.1%,56.3%,50.4%,48.2%,58.5%,44.9%
