Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2021 ITF Landisville Q2,L vs Raducanu,3.0,3.0,3.0,36.1%,36.4%,60.0%,75.0%,55.8%,16.0%,0.5,0.8,6.0,14.3
2018 Chicago F,L vs Martic,4.1,4.5,3.5,27.6%,50.0%,73.3%,28.6%,54.1%,1.2%,2.5,2.7,-1.5,-1.8
2018 ITF Prague QF,L vs Swiatek,3.2,2.7,3.7,47.7%,48.3%,10.0%,25.0%,38.9%,2.0%,-3.0,-6.0,6.5,7.2
2017 Biel R16,L vs Mertens,5.0,4.5,5.6,42.9%,37.5%,47.1%,57.1%,47.3%,6.9%,0.0,0.0,2.0,2.0
2017 Australian Open R32,W vs Barty,3.4,3.7,2.9,49.6%,49.1%,50.0%,50.0%,49.6%,11.2%,13.0,13.1,16.0,15.8
2015 Luxembourg F,L vs Doi,4.1,3.6,4.5,50.5%,37.1%,54.5%,17.6%,53.5%,11.2%,-1.5,-1.2,-6.0,-5.1
2015 Beijing R32,L vs Radwanska,4.7,5.5,4.0,40.7%,50.0%,62.5%,48.0%,51.8%,10.1%,-3.5,-2.4,-12.5,-9.3
2015 Bastad F,L vs Larsson,4.7,4.9,4.4,34.1%,56.4%,62.5%,56.0%,44.7%,1.6%,5.0,3.5,-7.5,-4.3
2015 Bastad QF,W vs Peterson,4.9,4.9,4.9,51.7%,61.1%,88.9%,31.3%,61.1%,7.0%,8.0,5.6,2.5,2.8
2015 Antwerp QF,L vs Strycova,4.8,4.8,4.8,40.0%,39.3%,53.8%,42.9%,52.5%,14.6%,0.0,0.0,0.0,0.0
2014 Luxembourg R32,W vs Minella,3.5,3.7,3.3,57.1%,56.7%,50.0%,50.0%,67.7%,18.0%,7.5,6.5,5.5,11.5
2014 Bastad QF,W vs Kanepi,3.8,3.5,3.9,51.6%,66.7%,46.7%,69.2%,47.8%,10.3%,13.0,14.3,10.5,10.7
2014 Wimbledon R64,L vs Kvitova,2.7,2.7,2.6,41.0%,28.6%,25.0%,25.0%,47.4%,8.0%,-0.5,-1.1,2.0,4.7
2014 Australian Open R32,L vs Pennetta,2.7,3.0,2.4,45.2%,42.3%,40.0%,0.0%,58.4%,1.8%,-5.5,-7.2,-8.5,-15.2
2013 Hobart R32,W vs Barty,2.9,3.1,2.7,52.7%,58.1%,62.5%,66.7%,59.3%,0.0%,18.5,23.1,2.0,3.5
2012 Hobart F,W vs Wickmayer,4.9,4.1,5.5,79.5%,63.3%,41.7%,38.5%,59.4%,8.8%,11.0,10.5,5.0,6.9
2012 Hobart SF,W vs Kerber,5.0,4.8,5.2,54.2%,56.7%,52.6%,66.7%,42.7%,6.0%,4.0,3.9,18.5,13.3
Career (17 matches),,4.0,4.0,3.9,46.8%,50.3%,54.9%,46.7%,52.0%,7.7%,4.1,4.1,2.4,2.7
