Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,114,48,66,42.1%,143-166,46.3%,1461-1575,48.1%,27-31,46.6%,110,72.7%,23.5%,3.9%,4.3%,60.4%,67.4%,49.7%,60.4%,38.4%,49.2%,0.97
Clay,321,212,109,66.0%,494-312,61.3%,4034-3452,53.9%,47-39,54.7%,302,73.1%,34.0%,3.1%,3.7%,62.5%,66.6%,50.2%,60.4%,42.9%,51.6%,1.08
Grass,8,2,6,25.0%,11-19,36.7%,127-153,45.4%,0-1,0.0%,8,67.9%,23.0%,5.2%,5.4%,62.2%,63.9%,46.0%,57.1%,38.1%,47.8%,0.89
Carpet,25,10,15,40.0%,27-35,43.5%,268-327,45.0%,6-0,100.0%,24,74.2%,14.7%,5.1%,4.2%,64.0%,68.4%,48.9%,61.4%,34.4%,47.8%,0.89
Grand Slams,68,37,31,54.4%,132-116,53.2%,1195-1170,50.5%,13-14,48.1%,67,71.0%,30.4%,3.9%,4.3%,60.7%,66.2%,48.7%,59.3%,41.3%,50.3%,1.02
Masters,122,62,60,50.8%,152-135,53.0%,1383-1366,50.3%,22-20,52.4%,120,73.2%,27.6%,3.3%,3.8%,61.9%,66.6%,51.3%,60.8%,40.1%,50.2%,1.02
Other Tours,255,158,97,62.0%,351-260,57.4%,3013-2747,52.3%,43-36,54.4%,250,73.8%,31.2%,3.4%,3.8%,62.6%,67.2%,49.9%,60.7%,41.8%,51.2%,1.06
Best of 5,86,47,39,54.7%,170-142,54.5%,1502-1420,51.4%,14-16,46.7%,74,70.7%,30.2%,3.7%,4.1%,61.2%,65.7%,48.8%,59.2%,41.2%,50.2%,1.01
Best of 3,382,225,157,58.9%,505-390,56.4%,4388-4087,51.8%,66-55,54.5%,370,73.6%,29.8%,3.4%,3.9%,62.3%,67.2%,50.2%,60.8%,41.2%,50.9%,1.05
Finals,17,8,9,47.1%,27-27,50.0%,249-252,49.7%,0-4,0.0%,17,67.9%,32.3%,2.4%,3.2%,64.7%,61.8%,49.5%,57.5%,42.1%,50.0%,0.99
Semi-finals,30,16,14,53.3%,40-34,54.1%,344-336,50.6%,4-1,80.0%,30,69.3%,31.9%,3.1%,3.5%,63.6%,65.6%,48.1%,59.2%,41.8%,50.3%,1.03
Quarter-finals,48,29,19,60.4%,66-46,58.9%,554-482,53.5%,10-2,83.3%,48,75.2%,31.5%,3.5%,3.4%,63.7%,68.3%,49.2%,61.4%,42.5%,51.8%,1.10
vs Righties,401,232,169,57.9%,580-462,55.7%,5088-4799,51.5%,70-62,53.0%,381,72.5%,30.0%,3.3%,4.0%,61.9%,66.7%,49.7%,60.2%,41.2%,50.6%,1.04
vs Lefties,66,39,27,59.1%,93-70,57.1%,790-706,52.8%,10-9,52.6%,63,75.5%,29.1%,4.6%,3.5%,62.6%,67.7%,51.0%,61.5%,40.6%,51.1%,1.05
vs Top 10,45,12,33,26.7%,40-78,33.9%,499-637,43.9%,8-7,53.3%,41,67.8%,21.8%,3.4%,3.5%,62.5%,64.0%,47.5%,57.8%,37.4%,47.7%,0.89
