Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2010,326,132,173,1566,168,1514,146,1556,,,,,,
2009,167,298,134,1637,137,1577,111,1627,,,,,,
2007,182,233,109,1670,105,1613,85,1662,,,744,40,,
2006,34,915,50,1806,60,1701,24,1829,76,1580,105,485,,
2005,10,2050,16,1934,39,1764,4,1970,,,481,80,,
2004,10,1920,59,1790,83,1663,16,1874,,,85,695,69,1615
2003,34,1030,24,1878,37,1783,12,1887,68,1613,145,335,107,1479
2002,21,1490,21,1918,29,1825,9,1947,64,1641,625,45,,
2001,48,760,50,1836,60,1722,30,1837,105,1576,1300,5,,
2000,34,995,60,1793,101,1647,30,1842,103,1564,1232,5,,
1999,72,640,111,1704,129,1594,78,1701,120,1526,371,123,,
1998,138,340,115,1697,139,1583,103,1671,,,520,67,,
1997,639,27,,,,,,,,,1191,7,,
1996,323,107,,,,,,,,,537,66,,
1995,813,,,,,,,,,,911,15,,
