Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,16,8,8,50.0%,9,8,1,88.9%,2000,2007,R32,16,1.00,3.9%,5.2%,58.1%,67.8%,46.9%,59.0%,40.9%,54.5%,39.9%
Roland Garros,11,Clay,33,23,10,69.7%,13,5,8,38.5%,1999,2010,W,32,1.09,2.7%,3.4%,62.9%,65.6%,49.9%,59.8%,43.6%,59.3%,47.0%
Wimbledon,6,Grass,8,2,6,25.0%,1,0,1,0.0%,1999,2006,R64,8,0.89,5.2%,5.4%,62.2%,63.9%,46.0%,57.1%,38.1%,60.2%,37.2%
US Open,9,Hard,14,5,9,35.7%,6,1,5,16.7%,1999,2009,R32,13,0.95,5.9%,4.4%,59.4%,67.7%,49.7%,60.4%,37.7%,58.6%,39.8%
Olympics,1,,1,0,1,0.0%,1,0,1,0.0%,2000,2000,R64,0,,,,,,,,,,
Davis Cup,3,,16,13,3,81.3%,2,2,0,100.0%,2001,2003,,0,,,,,,,,,,
Miami Masters,10,Hard,20,10,10,50.0%,7,3,4,42.9%,2000,2010,QF,19,1.08,2.8%,4.6%,59.7%,69.3%,50.3%,61.6%,41.6%,51.3%,38.2%
Rome Masters,9,Clay,16,7,9,43.8%,1,0,1,0.0%,1999,2007,R16,16,0.91,1.9%,3.3%,65.2%,63.1%,51.5%,59.1%,37.1%,64.7%,37.1%
Barcelona,8,Clay,26,19,7,73.1%,3,2,1,66.7%,2000,2009,W,26,1.16,2.5%,3.8%,62.5%,68.5%,51.0%,62.0%,43.9%,54.7%,41.2%
Gstaad,8,Clay,25,18,7,72.0%,12,8,4,66.7%,2000,2009,W,25,1.13,4.5%,4.8%,62.6%,69.8%,54.3%,64.0%,40.7%,64.8%,40.5%
Vina del Mar,8,Clay,23,16,7,69.6%,6,4,2,66.7%,2001,2008,W,22,1.14,4.0%,2.8%,62.7%,67.4%,51.3%,61.4%,43.9%,57.0%,47.9%
Kitzbuhel,7,Clay,23,17,6,73.9%,8,6,2,75.0%,1999,2006,W,23,1.11,2.6%,3.7%,61.0%,68.3%,47.0%,60.0%,44.6%,62.6%,45.5%
