Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2006 Monte Carlo SF,L vs Nadal,8.3%,19.8%,44.7%,14.4%,10.3%,24.1%,50.0%,20.3%,54.8%,25.9%,37.5%,5.7%,14.3%,36.4%,-60
2005 Masters Cup SF,L vs Federer,9.1%,13.6%,35.5%,10.2%,8.3%,12.5%,31.8%,10.4%,15.4%,72.7%,60.0%,18.2%,27.3%,44.4%,-8
2005 Masters Cup RR,W vs Gonzalez,11.2%,29.6%,61.0%,21.8%,11.5%,37.7%,68.5%,28.5%,20.0%,58.1%,100.0%,14.8%,22.2%,43.5%,4
2005 Masters Cup RR,W vs Puerta,37.7%,54.1%,64.7%,47.4%,48.8%,65.1%,59.1%,62.6%,50.0%,30.4%,0.0%,14.3%,35.7%,75.0%,4
2005 Stuttgart F,L vs Nadal,10.6%,23.9%,48.0%,20.1%,14.5%,31.6%,52.3%,28.6%,42.1%,28.9%,33.3%,2.8%,8.3%,40.0%,-88
2004 Masters Cup RR,L vs Hewitt,14.6%,20.8%,41.7%,20.2%,23.3%,33.3%,52.2%,32.3%,35.7%,68.8%,100.0%,0.0%,0.0%,23.1%,-118
2004 Masters Cup RR,L vs Federer,16.5%,22.4%,50.0%,22.4%,17.2%,24.1%,47.9%,25.9%,19.2%,78.1%,77.8%,16.7%,20.8%,55.0%,45
2004 Kitzbuhel F,L vs Massu,16.0%,23.5%,46.3%,18.5%,20.8%,29.2%,44.7%,25.0%,29.4%,58.1%,100.0%,9.4%,15.6%,48.3%,-33
2004 Stuttgart F,L vs Canas,8.5%,20.4%,46.5%,18.8%,10.6%,26.6%,52.4%,26.3%,26.1%,66.7%,77.8%,4.3%,8.5%,35.6%,-72
2004 Roland Garros F,W vs Coria,18.1%,24.2%,46.9%,25.2%,21.0%,29.0%,46.8%,31.6%,40.0%,60.0%,70.0%,15.0%,17.5%,47.1%,17
2004 Roland Garros SF,W vs Nalbandian,15.9%,20.7%,52.9%,21.2%,19.0%,28.6%,55.9%,29.5%,27.8%,83.3%,100.0%,12.8%,12.8%,50.0%,-41
2003 Roland Garros R32,L vs Kuerten,18.4%,25.7%,51.7%,25.7%,23.4%,35.1%,59.3%,36.2%,35.1%,67.5%,100.0%,18.9%,21.6%,36.7%,53
2003 Hamburg SF,L vs Coria,9.1%,17.0%,45.6%,15.1%,11.5%,23.0%,51.9%,20.2%,60.0%,61.1%,62.5%,3.8%,3.8%,32.0%,-77
2003 Hamburg R16,W vs Nadal,32.5%,50.0%,73.1%,42.7%,36.0%,64.0%,81.3%,52.4%,72.7%,7.1%,-,28.6%,28.6%,60.0%,22
2002 Davis Cup World Group SF RR,L vs Kafelnikov,25.6%,30.2%,40.1%,29.8%,31.1%,37.9%,45.1%,39.1%,49.0%,53.7%,80.0%,21.1%,23.3%,35.2%,16
2000 Monte Carlo SF,L vs Hrbaty,18.9%,23.3%,49.3%,25.8%,22.2%,28.6%,55.1%,32.1%,13.3%,78.8%,83.3%,13.0%,13.0%,35.0%,4
Career (16 matches),,16.6%,25.5%,48.4%,23.5%,20.0%,32.2%,52.5%,31.1%,36.7%,57.5%,68.2%,12.8%,16.7%,41.3%,7
