Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2006 Monte Carlo SF,L vs Nadal,86.3%,42.0%,1.3%,0/1,2.11,0.0%,83.0%,38.6%,1.9%,2.15,0.0%,96.2%,48.0%,0.0%,2.05,0.0%
2005 Masters Cup SF,L vs Federer,69.4%,40.0%,8.3%,1/2,2.42,29.0%,55.6%,40.0%,11.1%,2.32,22.7%,83.3%,40.0%,5.6%,2.67,44.4%
2005 Masters Cup RR,W vs Gonzalez,63.2%,47.3%,4.6%,2/2,1.99,31.2%,56.8%,52.0%,2.3%,2.03,40.7%,78.9%,43.3%,7.9%,1.89,8.7%
2005 Masters Cup RR,W vs Puerta,73.8%,58.3%,4.6%,1/2,2.49,35.3%,67.3%,54.5%,4.1%,2.57,54.5%,93.8%,66.7%,6.3%,2.33,0.0%
2005 Stuttgart F,L vs Nadal,87.9%,40.0%,2.2%,2/0,2.19,5.1%,89.2%,36.2%,0.0%,2.12,7.8%,91.7%,50.0%,8.3%,2.31,0.0%
2004 Masters Cup RR,L vs Hewitt,62.2%,35.7%,6.7%,2/1,2.08,11.1%,45.5%,30.0%,0.0%,1.96,17.4%,81.8%,38.9%,13.6%,2.31,0.0%
2004 Masters Cup RR,L vs Federer,61.4%,31.4%,3.5%,1/1,2.34,44.1%,44.1%,26.7%,2.9%,2.36,41.7%,87.0%,35.0%,4.3%,2.28,50.0%
2004 Kitzbuhel F,L vs Massu,81.2%,39.1%,3.5%,2/1,1.88,9.0%,76.1%,34.3%,2.2%,1.78,15.8%,94.4%,44.1%,5.6%,2.02,0.0%
2004 Stuttgart F,L vs Canas,70.9%,54.0%,3.5%,2/3,2.53,3.1%,67.4%,50.0%,3.5%,2.43,4.9%,85.7%,59.5%,4.1%,2.72,0.0%
2004 Roland Garros F,W vs Coria,80.7%,56.0%,2.2%,3/0,2.04,5.3%,83.0%,57.5%,2.3%,1.99,6.3%,87.8%,52.8%,2.4%,2.16,2.9%
2004 Roland Garros SF,W vs Nalbandian,86.0%,58.2%,4.4%,1/4,2.54,11.8%,88.2%,58.2%,0.0%,2.56,23.5%,96.9%,58.1%,15.6%,2.53,0.0%
2003 Roland Garros R32,L vs Kuerten,71.3%,49.1%,3.8%,3/3,2.10,14.8%,64.6%,35.7%,3.1%,2.10,19.0%,88.6%,57.1%,5.1%,2.12,6.7%
2003 Hamburg SF,L vs Coria,81.1%,44.2%,1.1%,1/0,2.13,5.1%,75.8%,51.1%,0.0%,2.00,3.7%,96.8%,33.3%,3.2%,2.42,8.0%
2003 Hamburg R16,W vs Nadal,79.2%,55.3%,0.0%,0/0,2.00,11.5%,84.8%,60.7%,0.0%,1.78,18.8%,100.0%,40.0%,0.0%,2.35,0.0%
2002 Davis Cup World Group SF RR,L vs Kafelnikov,65.0%,50.9%,9.2%,10/5,2.22,10.6%,67.4%,56.9%,5.8%,2.14,15.7%,77.4%,43.8%,16.1%,2.30,5.6%
2000 Monte Carlo SF,L vs Hrbaty,82.6%,46.7%,1.8%,2/0,2.62,0.0%,75.4%,39.5%,1.8%,2.53,0.0%,95.9%,53.2%,2.0%,2.83,0.0%
Career (16 matches),,75.5%,48.4%,3.8%,56.9%,2.23,11.8%,73.1%,47.7%,2.4%,2.18,15.4%,88.7%,49.3%,6.7%,2.32,5.6%
