Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,4,4,50.0%,9-10,47.4%,89-88,50.3%,0-0,-,8,63.3%,36.8%,3.7%,3.7%,64.3%,64.3%,40.7%,55.9%,44.4%,49.9%,1.01,SF (Canberra 125)
2025,52,35,17,67.3%,71-41,63.4%,583-450,56.4%,4-9,30.8%,51,66.9%,45.9%,2.1%,2.5%,66.7%,60.4%,51.1%,57.3%,48.3%,52.8%,1.13,W (2x)
2024,56,34,22,60.7%,72-50,59.0%,600-499,54.6%,3-4,42.9%,0,,,,,,,,,,,,W (W35 Taipei)
2023,46,29,17,63.0%,64-44,59.3%,553-455,54.9%,4-6,40.0%,0,,,,,,,,,,,,W (W80 Gifu)
2022,33,18,15,54.5%,41-35,53.9%,368-320,53.5%,2-6,25.0%,0,,,,,,,,,,,,F (W100 Charleston SC)
2021,34,24,10,70.6%,47-23,67.1%,353-273,56.4%,1-2,33.3%,0,,,,,,,,,,,,W (2x)
2020,4,1,3,25.0%,4-6,40.0%,42-45,48.3%,0-0,-,0,,,,,,,,,,,,R16 (W25 Yokohama)
2019,26,13,13,50.0%,30-35,46.2%,295-303,49.3%,5-3,62.5%,0,,,,,,,,,,,,W (W15 Nonthaburi)
2018,15,9,6,60.0%,21-17,55.3%,192-175,52.3%,1-1,50.0%,0,,,,,,,,,,,,W (Kyoto $15K)
Career,274,167,107,60.9%,359-261,57.9%,3075-2608,54.1%,20-31,39.2%,59,66.4%,44.5%,2.3%,2.6%,66.4%,61.0%,49.5%,57.1%,47.7%,52.3%,1.11,
