Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,6,3,3,50.0%,7-6,53.8%,60-51,54.1%,0-0,-,6,70.2%,37.0%,2.9%,2.9%,64.9%,66.0%,46.2%,59.0%,44.8%,52.2%,1.09
Grand Slams,1,0,1,0.0%,0-2,0.0%,4-12,25.0%,0-0,-,1,50.0%,0.0%,1.7%,1.7%,70.7%,58.5%,35.3%,51.7%,30.8%,41.8%,0.64
Internationals,3,2,1,66.7%,5-2,71.4%,38-20,65.5%,0-0,-,3,73.3%,57.1%,4.6%,4.1%,62.6%,69.7%,43.8%,60.0%,53.8%,57.0%,1.35
Quarter-finals,1,0,1,0.0%,1-2,33.3%,14-14,50.0%,0-0,-,1,71.4%,28.6%,3.7%,3.7%,59.8%,69.4%,48.5%,61.0%,43.2%,51.8%,1.11
vs Righties,5,2,3,40.0%,5-6,45.5%,48-48,50.0%,0-0,-,5,67.3%,31.9%,3.1%,3.1%,65.6%,63.8%,46.4%,57.8%,42.6%,50.4%,1.01
vs Top 10,1,0,1,0.0%,0-2,0.0%,6-12,33.3%,0-0,-,1,66.7%,0.0%,1.6%,1.6%,73.8%,64.4%,50.0%,60.7%,20.0%,43.4%,0.51
