Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,450,241,209,53.6%,606-537,53.0%,5556-5299,51.2%,67-74,47.5%,429,74.9%,27.8%,5.2%,4.3%,56.5%,70.0%,49.5%,61.1%,40.5%,50.7%,1.04
Clay,100,36,64,36.0%,112-167,40.1%,1217-1394,46.6%,15-16,48.4%,97,69.0%,24.6%,4.5%,3.3%,56.4%,67.6%,47.0%,58.6%,38.9%,48.8%,0.94
Grass,126,82,44,65.1%,213-141,60.2%,1834-1591,53.5%,28-22,56.0%,121,80.7%,25.9%,5.8%,4.9%,61.7%,72.6%,49.6%,63.8%,39.7%,51.6%,1.10
Carpet,102,57,45,55.9%,135-117,53.6%,1272-1199,51.5%,20-22,47.6%,83,77.3%,23.6%,6.1%,4.5%,57.1%,71.9%,49.2%,62.1%,38.5%,50.0%,1.02
Grand Slams,145,87,58,60.0%,298-240,55.4%,2635-2426,52.1%,28-33,45.9%,142,76.6%,27.4%,4.7%,3.9%,60.2%,70.3%,48.0%,61.4%,40.6%,50.8%,1.05
Masters,154,66,88,42.9%,165-203,44.8%,1651-1803,47.8%,22-26,45.8%,152,70.8%,24.8%,4.9%,4.3%,55.1%,68.5%,48.2%,59.4%,38.8%,49.2%,0.96
Other Tours,446,243,203,54.5%,545-465,54.0%,5031-4732,51.5%,79-63,55.6%,432,76.4%,26.8%,5.7%,4.5%,57.0%,71.1%,50.1%,62.0%,40.0%,50.9%,1.05
Best of 5,171,103,68,60.2%,348-290,54.5%,3136-2907,51.9%,30-44,40.5%,145,76.6%,27.4%,4.8%,3.9%,60.2%,70.3%,48.0%,61.4%,40.5%,50.8%,1.05
Best of 3,607,313,294,51.6%,718-672,51.7%,6743-6576,50.6%,100-90,52.6%,585,75.0%,26.3%,5.5%,4.4%,56.4%,70.4%,49.6%,61.3%,39.7%,50.4%,1.03
Finals,12,7,5,58.3%,17-13,56.7%,147-142,50.9%,5-2,71.4%,12,77.9%,23.2%,6.8%,3.2%,59.2%,72.1%,50.8%,63.4%,37.6%,50.2%,1.03
Semi-finals,36,11,25,30.6%,29-54,34.9%,349-426,45.0%,4-5,44.4%,35,72.7%,17.9%,5.4%,4.2%,57.2%,69.1%,48.6%,60.3%,35.2%,47.9%,0.89
Quarter-finals,83,35,48,42.2%,83-110,43.0%,900-964,48.3%,12-16,42.9%,80,73.8%,23.1%,5.3%,4.5%,57.5%,69.1%,48.9%,60.5%,38.4%,49.5%,0.97
vs Righties,672,348,324,51.8%,895-849,51.3%,8442-8219,50.7%,107-120,47.1%,629,74.8%,26.4%,5.3%,4.3%,57.5%,70.1%,48.7%,61.0%,39.9%,50.4%,1.02
vs Lefties,104,66,38,63.5%,167-113,59.6%,1413-1255,53.0%,23-14,62.2%,99,78.8%,27.1%,5.4%,4.5%,57.5%,72.0%,51.7%,63.3%,40.2%,51.5%,1.10
vs Top 10,101,22,79,21.8%,74-184,28.7%,1043-1400,42.7%,11-22,33.3%,89,66.1%,17.7%,5.0%,4.1%,57.2%,66.0%,45.7%,57.3%,35.6%,46.6%,0.83
