Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,13,Hard,33,20,13,60.6%,11,3,8,27.3%,1994,2007,QF,32,1.02,4.2%,3.8%,60.0%,68.6%,47.3%,60.1%,40.7%,60.8%,39.1%
Roland Garros,15,Clay,26,11,15,42.3%,10,4,6,40.0%,1994,2008,R16,25,0.98,4.8%,2.5%,58.2%,67.5%,48.7%,59.7%,39.3%,59.0%,39.4%
Wimbledon,15,Grass,43,28,15,65.1%,25,12,13,48.0%,1994,2008,SF,43,1.08,5.4%,4.5%,63.2%,72.8%,47.4%,63.5%,39.5%,62.9%,41.8%
US Open,15,Hard,46,31,15,67.4%,16,9,7,56.3%,1993,2007,SF,42,1.09,4.3%,4.4%,58.4%,70.4%,48.5%,61.3%,42.3%,60.0%,44.1%
Olympics,3,,3,0,3,0.0%,4,0,4,0.0%,1996,2008,R64,1,0.80,6.9%,5.7%,50.6%,63.6%,46.5%,55.2%,35.7%,33.3%,75.0%
Davis Cup,12,,29,18,11,62.1%,12,1,11,8.3%,1995,2008,,0,,,,,,,,,,
Miami Masters,15,Hard,35,20,15,57.1%,10,5,5,50.0%,1994,2008,SF,35,1.04,4.7%,4.4%,52.2%,68.2%,50.3%,59.7%,41.9%,57.8%,44.4%
Stockholm,14,Hard,30,17,13,56.7%,8,6,2,75.0%,1995,2008,W,29,1.06,6.5%,3.9%,59.6%,72.4%,50.2%,63.5%,38.7%,61.0%,37.6%
Indian Wells Masters,13,Hard,26,13,13,50.0%,10,5,5,50.0%,1995,2008,SF,26,1.03,6.1%,5.5%,54.8%,68.6%,51.1%,60.7%,40.7%,56.5%,42.8%
Cincinnati Masters,12,Hard,19,7,12,36.8%,4,2,2,50.0%,1995,2008,R16,19,0.88,5.5%,4.4%,56.0%,68.5%,45.2%,58.2%,36.8%,55.2%,37.1%
Canada Masters,12,Hard,18,6,12,33.3%,3,1,2,33.3%,1994,2008,QF,18,0.92,5.0%,4.8%,55.4%,68.5%,47.6%,59.2%,37.4%,54.5%,41.4%
Bastad,11,Clay,16,5,11,31.3%,2,1,1,50.0%,1991,2008,QF,16,0.90,4.5%,3.9%,55.3%,70.1%,44.1%,58.4%,37.5%,52.6%,38.0%
Monte Carlo Masters,11,Clay,14,3,11,21.4%,2,0,2,0.0%,1995,2007,R32,14,0.86,2.9%,3.8%,54.2%,65.3%,43.6%,55.4%,38.5%,54.8%,33.6%
Nottingham,10,Grass,33,25,8,75.8%,9,6,3,66.7%,1995,2008,W,31,1.19,5.8%,3.7%,63.8%,73.4%,56.0%,67.1%,39.2%,69.5%,37.2%
