Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2006 Wimbledon SF,L vs Federer,18.3%,45.5%,21.3%,53.8%,7.0%,4.2%,0.0%,6.7%,8.3%,1.3%,50.0%,-53,-72
2006 Wimbledon QF,W vs Stepanek,18.1%,70.0%,18.0%,70.3%,15.0%,27.1%,100.0%,11.3%,21.9%,0.0%,-,-31,-28
2003 Marseille F,L vs Federer,69.4%,58.0%,41.3%,61.0%,8.9%,5.3%,0.0%,2.8%,12.5%,0.7%,0.0%,-38,-4
1998 Stuttgart SF,L vs Kafelnikov,12.1%,25.0%,24.0%,48.4%,9.2%,15.4%,0.0%,7.3%,23.1%,1.0%,0.0%,-27,-15
1998 US Open QF,L vs Rafter,51.6%,46.8%,34.1%,57.1%,11.0%,21.4%,0.0%,15.8%,31.3%,0.0%,-,18,9
1997 Tour Finals SF,L vs Sampras,44.6%,69.0%,30.7%,69.2%,3.7%,0.0%,0.0%,12.3%,18.2%,0.0%,-,-27,-39
1997 Paris F,L vs Sampras,28.9%,73.1%,18.5%,71.8%,16.1%,13.3%,0.0%,11.6%,30.8%,0.0%,-,10,-12
1997 Paris SF,W vs Enqvist,34.0%,54.5%,28.1%,60.0%,5.6%,8.7%,0.0%,5.2%,14.3%,0.0%,-,-8,5
1997 Stuttgart SF,L vs Krajicek,60.5%,71.7%,31.8%,71.4%,26.7%,50.0%,0.0%,31.0%,54.5%,1.1%,0.0%,182,126
1997 Grand Slam Cup QF,L vs Sampras,58.2%,64.1%,28.5%,63.4%,25.0%,50.0%,0.0%,13.2%,57.1%,0.0%,-,40,84
1997 US Open SF,L vs Rusedski,62.6%,71.4%,37.6%,67.7%,13.7%,30.0%,21.4%,12.7%,21.4%,0.0%,-,109,65
1997 Indian Wells SF,L vs Ulihrach,20.0%,66.7%,13.6%,66.7%,11.1%,16.7%,0.0%,10.5%,40.0%,0.7%,0.0%,-61,-20
1995 Miami SF,L vs Sampras,40.9%,44.4%,27.5%,53.8%,15.6%,27.3%,0.0%,3.6%,14.3%,0.0%,-,88,12
1994 US Open QF,L vs Stich,74.4%,61.3%,38.6%,61.0%,27.3%,36.8%,0.0%,25.0%,28.6%,0.0%,-,67,24
Career (14 matches),,43.4%,61.7%,28.3%,63.1%,12.3%,19.0%,17.4%,11.0%,25.3%,0.3%,14.3%,16,8
