Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2006 Wimbledon SF,L vs Federer,3.7,4.3,3.1,30.1%,46.9%,28.6%,30.0%,49.7%,16.0%,-5.5,-7.6,-2.0,-3.2
2006 Wimbledon QF,W vs Stepanek,3.3,4.2,2.3,48.9%,46.9%,77.8%,50.0%,44.9%,12.7%,14.5,8.7,12.0,6.7
2003 Marseille F,L vs Federer,3.4,3.1,3.9,52.2%,31.4%,16.7%,66.7%,47.0%,7.0%,-3.5,-6.0,-7.0,-11.1
1998 Stuttgart SF,L vs Kafelnikov,4.2,4.3,4.2,47.0%,36.1%,57.9%,37.5%,49.8%,25.7%,-6.0,-6.2,-2.0,-2.6
1998 US Open QF,L vs Rafter,3.5,4.1,2.8,44.8%,34.7%,44.4%,72.7%,51.0%,5.9%,0.5,0.5,5.0,5.5
1997 Tour Finals SF,L vs Sampras,3.3,4.0,2.6,43.0%,25.0%,83.3%,20.0%,35.3%,8.1%,1.0,2.3,2.0,2.7
1997 Paris F,L vs Sampras,2.7,2.9,2.6,44.9%,40.9%,57.1%,50.0%,37.5%,11.3%,-0.5,-0.8,8.5,8.5
1997 Paris SF,W vs Enqvist,3.7,3.2,4.3,50.4%,52.9%,56.3%,46.2%,39.8%,15.0%,-3.5,-4.1,-3.5,-3.2
1997 Stuttgart SF,L vs Krajicek,2.4,2.7,2.1,42.9%,70.0%,57.1%,100.0%,37.4%,3.5%,1.0,3.1,11.0,22.0
1997 Grand Slam Cup QF,L vs Sampras,2.4,2.7,2.1,45.4%,48.3%,50.0%,33.3%,28.1%,7.8%,-1.5,-6.0,7.5,13.4
1997 US Open SF,L vs Rusedski,3.1,3.6,2.7,48.5%,54.8%,46.2%,33.3%,52.2%,6.3%,11.5,9.7,0.5,0.5
1997 Indian Wells SF,L vs Ulihrach,3.3,3.7,3.0,38.9%,50.0%,77.8%,20.0%,51.9%,16.9%,3.0,4.5,2.5,4.7
1995 Miami SF,L vs Sampras,3.2,3.6,2.7,40.6%,28.1%,62.5%,50.0%,44.9%,3.7%,7.5,11.9,-4.0,-5.3
1994 US Open QF,L vs Stich,2.6,3.0,2.3,47.3%,54.5%,44.4%,60.0%,45.4%,7.2%,17.5,27.8,18.5,26.4
Career (14 matches),,3.2,3.5,2.8,45.6%,44.9%,57.2%,46.5%,44.9%,11.1%,2.6,3.4,3.5,4.2
