Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2006 Wimbledon SF,L vs Federer,59.3%,37.1%,5.1%,1/2,1.70,37.8%,53.5%,30.4%,4.7%,1.50,32.1%,75.0%,50.0%,6.3%,2.03,47.1%
2006 Wimbledon QF,W vs Stepanek,54.2%,52.6%,3.4%,3/3,2.15,0.0%,50.4%,45.6%,2.7%,2.03,0.0%,74.1%,62.5%,5.6%,2.26,0.0%
2003 Marseille F,L vs Federer,63.5%,40.0%,9.5%,5/1,1.55,12.0%,58.5%,25.0%,14.6%,1.46,5.4%,80.0%,62.5%,0.0%,1.81,30.8%
1998 Stuttgart SF,L vs Kafelnikov,64.5%,45.0%,4.8%,3/0,1.90,14.0%,59.4%,36.8%,6.3%,1.94,18.2%,77.8%,52.4%,3.7%,1.82,5.9%
1998 US Open QF,L vs Rafter,66.7%,46.8%,5.4%,3/2,1.67,37.9%,62.7%,45.2%,4.5%,1.56,37.5%,80.0%,50.0%,8.0%,1.94,38.9%
1997 Tour Finals SF,L vs Sampras,54.8%,47.1%,6.5%,1/3,1.76,28.3%,38.1%,31.3%,9.5%,1.41,37.9%,94.7%,61.1%,0.0%,2.19,16.7%
1997 Paris F,L vs Sampras,56.9%,50.0%,3.4%,2/2,1.75,18.9%,63.5%,45.0%,4.8%,1.38,33.3%,81.3%,57.7%,3.1%,2.05,6.9%
1997 Paris SF,W vs Enqvist,63.9%,50.0%,18.1%,8/5,1.93,1.5%,51.4%,61.1%,25.7%,1.91,2.6%,80.0%,42.9%,11.4%,1.95,0.0%
1997 Stuttgart SF,L vs Krajicek,42.1%,50.0%,10.5%,6/2,1.92,42.3%,29.2%,28.6%,8.3%,1.68,27.6%,72.0%,66.7%,16.0%,2.22,60.9%
1997 Grand Slam Cup QF,L vs Sampras,47.7%,41.9%,6.2%,1/3,1.68,22.5%,35.9%,42.9%,7.7%,1.35,40.0%,89.5%,41.2%,5.3%,2.00,5.0%
1997 US Open SF,L vs Rusedski,58.9%,53.9%,7.0%,5/4,1.70,64.8%,57.1%,54.2%,10.7%,1.50,71.7%,71.8%,53.6%,0.0%,1.99,55.3%
1997 Indian Wells SF,L vs Ulihrach,61.3%,55.3%,4.8%,2/1,2.65,3.3%,65.1%,50.0%,4.7%,2.77,6.7%,58.8%,70.0%,5.9%,2.53,0.0%
1995 Miami SF,L vs Sampras,52.7%,53.8%,12.2%,4/5,2.11,10.5%,41.2%,28.6%,20.6%,1.90,20.8%,67.6%,68.0%,5.4%,2.27,3.0%
1994 US Open QF,L vs Stich,50.0%,61.6%,13.0%,11/8,1.80,10.7%,51.3%,42.5%,16.7%,1.74,13.0%,71.7%,84.8%,13.0%,1.88,6.9%
Career (14 matches),,56.4%,50.2%,7.6%,57.3%,1.87,21.9%,52.1%,42.8%,9.2%,1.70,24.9%,75.9%,59.6%,6.3%,2.09,18.0%
