Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Liberec CH R64,L vs Maamoun,67% (6/9),- (0/0),0/0,0/0,79% (11/14),3/5,3/4,- (0/0),- (0/0)
2019 M25 Pardubice R32,W vs Prihodko,89% (8/9),67% (4/6),2/3,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 Prostejov CH R64,L vs Maamoun,44% (7/16),75% (3/4),0/0,0/0,56% (5/9),0/2,0/1,0% (0/3),0% (0/4)
2019 Rome CH R32,W vs Brkic,61% (11/18),36% (4/11),2/4,1/3,78% (7/9),1/2,0/0,- (0/0),- (0/0)
2019 Ostrava CH R32,L vs Piros,89% (8/9),57% (4/7),1/1,0/0,50% (4/8),0/2,0/1,- (0/0),- (0/0)
2019 Nanchang CH R16,L vs Harris,50% (11/22),17% (1/6),1/2,0/0,84% (16/19),4/6,3/4,- (0/0),- (0/0)
2019 Nanchang CH R32,W vs Chung,73% (8/11),44% (4/9),2/4,1/1,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 Anning CH R16,L vs Gunneswaran,40% (8/20),- (0/0),0/0,0/0,50% (2/4),1/3,1/2,- (0/0),- (0/0)
2019 Villena CH R32,L vs Martinez,46% (12/26),33% (3/9),1/2,0/0,69% (11/16),1/3,0/1,80% (4/5),60% (3/5)
2019 Villena CH R64,W vs Perez Sanz,80% (8/10),38% (5/13),2/4,1/2,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Lille CH R16,L vs Ofner,67% (4/6),33% (1/3),0/0,0/0,60% (6/10),9/11,8/9,- (0/0),- (0/0)
2019 Lille CH R32,W vs Garcia Lopez,59% (10/17),60% (3/5),2/4,1/1,60% (3/5),4/4,0/0,57% (4/7),57% (4/7)
2019 Lille CH R64,W vs De Schepper,52% (11/21),60% (3/5),2/3,1/1,25% (1/4),0/1,0/0,57% (4/7),57% (4/7)
2019 Pau CH R32,L vs Choinski,89% (8/9),100% (1/1),0/0,0/0,40% (2/5),1/3,1/2,- (0/0),- (0/0)
2019 Koblenz CH R16,L vs Uchida,71% (12/17),100% (2/2),1/1,0/0,50% (3/6),2/4,2/3,20% (1/5),40% (2/5)
2019 Koblenz CH R32,W vs Wang,68% (13/19),67% (2/3),2/3,1/2,80% (4/5),2/3,0/0,- (0/0),- (0/0)
2018 Sevilla CH R32,L vs Ruud,64% (7/11),- (0/0),0/0,0/0,50% (2/4),0/2,0/1,- (0/0),- (0/0)
2018 Liberec CH R32,L vs Kotov,75% (12/16),0% (0/1),1/4,0/0,50% (3/6),4/6,1/2,71% (5/7),43% (3/7)
2018 Prague CH R32,L vs Van Rijthoven,90% (9/10),25% (3/12),1/1,0/0,50% (5/10),4/6,2/3,100% (5/5),50% (2/4)
2018 Scheveningen CH R32,L vs De Bakker,71% (12/17),20% (3/15),1/3,0/0,44% (4/9),2/4,0/1,58% (7/12),33% (4/12)
2019 (16 matches),,60.7%,47.6%,58.1%,58.3%,65.5%,57.1%,66.7%,48.1%,46.4%
2018 (30 matches),,64.3%,44.0%,50.0%,55.6%,54.7%,47.9%,46.4%,65.7%,35.6%
2017 (41 matches),,59.2%,46.9%,50.5%,47.7%,56.4%,39.8%,47.4%,55.8%,31.5%
2016 (65 matches),,61.3%,43.3%,53.9%,57.3%,64.6%,55.3%,54.2%,65.3%,35.7%
2015 (25 matches),,60.1%,40.8%,52.9%,63.0%,61.5%,45.0%,42.9%,56.8%,42.2%
Career (220 matches),,61.2%,44.3%,52.9%,55.0%,60.0%,49.5%,50.8%,60.4%,36.9%
