Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2024,,,,,,,,,,,41,2010,,
2022,1726,1,,,,,,,,,,,,
2021,520,65,,,,,,,,,,,,
2020,402,98,,,,,,,,,586,65,,
2019,386,94,341,1401,308,1379,303,1380,,,328,143,,
2018,200,251,222,1510,241,1434,172,1509,165,1480,477,40,,
2017,202,256,217,1520,232,1452,173,1518,141,1501,,,,
2016,75,704,100,1690,127,1588,66,1711,108,1558,1218,17,,
2015,160,353,141,1608,224,1446,111,1602,174,1479,340,194,,
2014,240,203,230,1495,247,1420,215,1449,,,289,230,,
2013,395,101,,,,,,,,,728,57,,
2012,477,74,,,,,,,,,505,107,,
2011,906,10,,,,,,,,,,,,
