Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2019 Liberec CH R64,L vs Maamoun,0.0%,-,5.5%,66.7%,15.0%,20.0%,0.0%,4.9%,16.7%,0.8%,100.0%,71,138
2019 Prostejov CH R64,L vs Maamoun,0.0%,-,9.5%,57.1%,8.0%,12.0%,0.0%,7.1%,23.1%,1.5%,0.0%,-1,43
2016 Banja Luka CH F,W vs Zekic,0.0%,-,18.8%,72.4%,12.3%,13.9%,0.0%,5.4%,0.0%,3.4%,9.1%,-54,-57
2016 Scheveningen CH SF,W vs Reuter,1.5%,100.0%,6.0%,40.0%,14.9%,32.0%,0.0%,3.5%,20.0%,2.7%,44.4%,-25,-8
2016 Cherbourg CH R16,W vs Ramanathan,7.0%,100.0%,29.9%,65.6%,14.5%,30.3%,0.0%,2.4%,10.0%,0.5%,100.0%,-14,-12
2014 Poznan CH SF,L vs Goffin,0.0%,-,12.9%,83.3%,4.0%,16.7%,0.0%,2.0%,11.1%,4.3%,0.0%,-4,-26
Career (6 matches),,1.1%,100.0%,13.3%,66.0%,11.9%,21.2%,0.0%,4.5%,14.3%,2.3%,21.9%,-14,4
