Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2019 Liberec CH R64,L vs Maamoun,15,30,0.5,13.8%,27.5%,5,29,0.2,5.2%,30.2%,3.1%,2.1%,0.7,10.1%,13.8%
2019 Prostejov CH R64,L vs Maamoun,19,46,0.4,12.8%,31.1%,11,42,0.3,8.3%,31.8%,6.1%,2.3%,0.4,8.8%,19.6%
2018 Roland Garros R64,L vs Schwartzman,9,32,0.3,6.6%,23.4%,9,32,0.3,6.8%,24.2%,,,1.2,19.0%,15.3%
2018 Roland Garros R128,W vs Basic,30,36,0.8,12.0%,14.3%,30,36,0.8,13.5%,16.1%,,,0.5,12.0%,21.9%
2017 Wimbledon R64,L vs Djokovic,16,22,0.7,11.1%,15.3%,11,18,0.6,8.5%,13.8%,3.1%,5.4%,1.4,18.1%,12.5%
2017 Wimbledon R128,W vs Escobedo,37,20,1.9,16.1%,8.7%,23,15,1.5,11.4%,7.5%,7.5%,4.0%,0.9,16.5%,18.3%
2017 Australian Open R128,L vs Whittington,34,52,0.7,15.5%,23.7%,21,49,0.4,11.6%,27.1%,6.1%,3.3%,0.9,16.0%,17.4%
2016 Banja Luka CH F,W vs Zekic,22,23,1.0,14.3%,14.9%,17,22,0.8,12.0%,15.5%,6.3%,3.5%,0.7,15.6%,21.4%
2016 Scheveningen CH SF,W vs Reuter,34,35,1.0,20.5%,21.1%,23,31,0.7,16.1%,21.7%,9.8%,5.6%,0.5,9.6%,21.1%
2016 Roland Garros R64,L vs Chardy,14,12,1.2,9.3%,7.9%,9,8,1.1,6.8%,6.1%,3.8%,3.0%,1.4,23.8%,16.6%
2016 Cherbourg CH R16,W vs Ramanathan,19,15,1.3,17.8%,14.0%,15,15,1.0,15.5%,15.5%,11.3%,4.1%,0.6,14.0%,24.3%
2014 Poznan CH SF,L vs Goffin,12,19,0.6,14.5%,22.9%,11,18,0.6,14.9%,24.3%,8.1%,5.4%,2.1,22.9%,10.8%
Career (12 matches),,261,342,0.8,13.7%,18.0%,185,315,0.6,11.0%,18.7%,5.1%,3.0%,0.8,15.2%,18.2%
