Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,4,0,4,0.0%,1-9,10.0%,32-59,35.2%,0-0,-,4,56.8%,12.8%,9.3%,4.1%,59.1%,65.1%,37.8%,54.0%,33.3%,43.9%,0.72
Clay,9,5,4,55.6%,14-14,50.0%,128-128,50.0%,0-2,0.0%,9,78.3%,22.4%,6.8%,3.4%,62.3%,69.6%,49.4%,61.9%,36.2%,49.7%,0.95
Grass,2,1,1,50.0%,3-4,42.9%,29-30,49.2%,0-1,0.0%,2,72.4%,27.6%,10.2%,4.8%,61.5%,73.9%,44.4%,62.6%,36.4%,49.5%,0.97
Grand Slams,7,3,4,42.9%,10-16,38.5%,107-122,46.7%,0-2,0.0%,7,73.5%,20.2%,8.6%,2.9%,64.6%,70.7%,45.1%,61.7%,34.9%,48.5%,0.91
Masters,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,37.5%,22.2%,4.9%,4.9%,50.8%,54.8%,36.7%,45.9%,33.3%,40.6%,0.62
Other Tours,6,2,4,33.3%,6-8,42.9%,62-73,45.9%,0-1,0.0%,6,73.5%,18.2%,7.6%,4.9%,56.2%,68.4%,47.7%,59.3%,35.3%,48.0%,0.87
Best of 5,7,3,4,42.9%,10-16,38.5%,107-122,46.7%,0-2,0.0%,7,73.5%,20.2%,8.6%,2.9%,64.6%,70.7%,45.1%,61.7%,34.9%,48.5%,0.91
Best of 3,8,3,5,37.5%,8-11,42.1%,82-95,46.3%,0-1,0.0%,8,71.9%,21.8%,7.0%,4.8%,57.7%,67.2%,46.8%,58.5%,36.6%,48.2%,0.88
Quarter-finals,1,0,1,0.0%,1-2,33.3%,16-18,47.1%,0-1,0.0%,1,82.4%,12.5%,7.9%,4.4%,57.9%,68.2%,47.9%,59.6%,30.3%,46.0%,0.75
vs Righties,15,6,9,40.0%,18-27,40.0%,189-217,46.6%,0-3,0.0%,15,72.8%,20.9%,7.9%,3.7%,61.5%,69.2%,45.9%,60.3%,35.6%,48.4%,0.90
vs Top 10,1,0,1,0.0%,0-3,0.0%,5-18,21.7%,0-0,-,1,36.4%,0.0%,6.0%,4.8%,53.6%,57.8%,38.5%,48.8%,21.7%,37.5%,0.42
