Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2022 BJK Cup Qualifiers RR,L vs Swiatek,0.0%,-,4.0%,0.0%,3.8%,10.0%,0.0%,6.5%,50.0%,0.0%,-,-48,-65
2021 ITF Valencia F,L vs Rus,0.0%,-,9.1%,60.0%,13.1%,25.0%,0.0%,7.9%,19.0%,1.5%,20.0%,31,17
2021 Roland Garros R64,L vs Williams,0.0%,-,2.9%,80.0%,17.0%,42.9%,16.7%,13.8%,33.3%,0.7%,100.0%,34,22
2021 Roland Garros R128,W vs Rus,0.0%,-,8.8%,84.6%,10.0%,37.5%,0.0%,11.1%,40.0%,0.7%,0.0%,-25,-22
2021 BJK Cup RR,L vs Trevisan,0.0%,-,8.9%,72.2%,11.5%,20.4%,0.0%,4.6%,40.0%,0.0%,-,41,27
2021 Australian Open R128,L vs Andreescu,0.0%,-,5.6%,77.8%,4.1%,15.4%,12.5%,11.1%,20.0%,0.4%,0.0%,-74,-59
2019 Hiroshima SF,L vs Hibino,0.0%,-,4.0%,71.4%,10.6%,11.1%,20.0%,14.7%,8.8%,0.6%,100.0%,57,38
2019 Wimbledon R64,L vs Halep,0.0%,-,11.1%,66.7%,13.0%,8.6%,13.3%,9.9%,17.2%,2.9%,33.3%,109,68
2019 Charleston R16,L vs Wozniacki,0.0%,-,10.2%,61.9%,10.7%,15.4%,7.7%,18.9%,35.7%,1.2%,20.0%,13,4
2019 Acapulco R16,L vs Andreescu,0.0%,-,6.5%,55.6%,11.4%,11.5%,0.0%,8.9%,14.3%,0.0%,-,-28,-16
2019 Fed Cup RR,L vs Pliskova,0.0%,-,4.6%,100.0%,9.5%,21.1%,0.0%,20.0%,42.9%,0.0%,-,4,19
2018 San Jose F,W vs Sakkari,0.0%,-,6.7%,100.0%,7.1%,12.5%,0.0%,6.1%,0.0%,0.0%,-,28,68
2018 San Jose SF,W vs Mertens,0.0%,-,10.3%,52.6%,11.4%,13.0%,0.0%,8.1%,8.0%,0.6%,0.0%,7,9
2018 San Jose QF,W vs Tomljanovic,0.0%,-,6.3%,75.0%,11.0%,23.1%,0.0%,8.9%,18.2%,0.5%,100.0%,54,75
2018 San Jose R16,W vs Anisimova,0.0%,-,6.9%,66.7%,15.8%,41.2%,0.0%,10.8%,30.0%,0.0%,-,78,57
2018 Birmingham SF,L vs Kvitova,0.0%,-,1.9%,100.0%,14.3%,12.5%,0.0%,0.0%,0.0%,0.0%,-,-48,-2
2018 Birmingham QF,W vs Svitolina,0.0%,-,10.0%,90.9%,19.4%,38.1%,0.0%,3.6%,0.0%,0.6%,0.0%,2,12
2018 Birmingham R16,W vs Martic,0.0%,-,12.8%,78.9%,13.3%,11.8%,0.0%,22.7%,13.3%,0.4%,0.0%,88,41
2018 Roland Garros R32,W vs Svitolina,0.0%,-,8.8%,69.2%,12.4%,15.8%,9.5%,8.2%,17.6%,0.3%,100.0%,12,4
2018 Strasbourg QF,W vs Hsieh,0.0%,-,12.1%,69.2%,25.8%,31.3%,14.3%,20.6%,30.8%,0.0%,-,66,46
Career (30 matches),,0.0%,-,8.1%,70.0%,11.9%,19.0%,6.4%,11.1%,20.9%,0.5%,33.3%,22,17
