Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2022 BJK Cup Qualifiers RR,L vs Swiatek,14.7%,17.6%,21.4%,14.3%,19.0%,27.8%,33.3%,11.1%,50.0%,16.7%,16.7%,10.0%,0.0%,28.6%,0.0%,-11
2021 ITF Valencia F,L vs Rus,13.6%,17.0%,50.7%,17.3%,23.1%,53.5%,14.3%,19.4%,14.3%,10.3%,10.3%,46.2%,6.7%,7.1%,0.0%,-23
2021 Roland Garros R64,L vs Williams,16.9%,27.0%,50.7%,20.4%,33.3%,51.2%,15.4%,32.1%,50.0%,14.3%,21.4%,50.0%,0.0%,0.0%,0.0%,13
2021 Roland Garros R128,W vs Rus,11.9%,19.4%,50.0%,11.4%,20.5%,53.8%,5.0%,25.0%,50.0%,16.7%,22.2%,40.0%,0.0%,20.0%,0.0%,31
2021 BJK Cup RR,L vs Trevisan,17.0%,21.0%,42.5%,18.3%,21.1%,37.9%,18.2%,44.7%,44.4%,15.4%,23.1%,54.5%,0.0%,5.3%,0.0%,21
2021 Australian Open R128,L vs Andreescu,16.1%,27.6%,54.3%,21.1%,36.8%,55.6%,4.0%,43.8%,66.7%,7.4%,11.1%,52.0%,0.0%,25.0%,100.0%,-42
2019 Hiroshima SF,L vs Hibino,15.5%,20.2%,43.9%,17.3%,23.1%,44.2%,20.8%,50.0%,100.0%,14.8%,18.5%,43.5%,7.1%,46.2%,50.0%,25
2019 Wimbledon R64,L vs Halep,12.8%,24.4%,39.4%,18.0%,31.1%,38.0%,21.9%,34.5%,60.0%,0.0%,9.5%,42.9%,0.0%,46.2%,50.0%,-119
2019 Charleston R16,L vs Wozniacki,10.3%,17.8%,46.6%,14.8%,23.0%,48.1%,13.3%,38.7%,33.3%,5.3%,13.2%,44.4%,4.5%,68.8%,100.0%,-69
2019 Acapulco R16,L vs Andreescu,21.4%,27.1%,39.2%,27.9%,37.2%,41.9%,35.0%,56.5%,75.0%,13.0%,13.0%,35.0%,0.0%,27.3%,66.7%,9
2019 Fed Cup RR,L vs Pliskova,27.9%,33.8%,37.8%,35.7%,42.9%,40.7%,14.3%,9.5%,0.0%,18.2%,22.7%,33.3%,9.1%,9.1%,50.0%,41
2018 San Jose F,W vs Sakkari,33.3%,37.0%,51.5%,39.4%,42.4%,65.0%,21.4%,36.8%,66.7%,27.8%,33.3%,30.8%,0.0%,0.0%,0.0%,68
2018 San Jose SF,W vs Mertens,22.1%,29.1%,49.2%,22.0%,34.0%,51.3%,39.1%,33.3%,50.0%,25.0%,25.0%,45.8%,0.0%,11.1%,0.0%,30
2018 San Jose QF,W vs Tomljanovic,31.4%,37.1%,50.0%,37.1%,42.9%,59.1%,53.8%,22.7%,50.0%,29.0%,35.5%,40.9%,0.0%,21.4%,0.0%,34
2018 San Jose R16,W vs Anisimova,20.3%,31.6%,46.6%,24.4%,41.5%,51.6%,5.9%,58.3%,75.0%,18.2%,24.2%,40.7%,0.0%,42.9%,0.0%,55
2018 Birmingham SF,L vs Kvitova,32.6%,37.0%,36.7%,36.4%,42.4%,47.6%,18.8%,29.4%,50.0%,25.0%,25.0%,11.1%,0.0%,0.0%,0.0%,-11
2018 Birmingham QF,W vs Svitolina,34.7%,38.8%,59.4%,39.3%,46.4%,52.9%,28.6%,35.7%,0.0%,28.6%,28.6%,66.7%,0.0%,33.3%,100.0%,-104
2018 Birmingham R16,W vs Martic,21.7%,36.1%,63.5%,23.2%,41.1%,67.4%,17.2%,44.4%,100.0%,20.0%,28.0%,55.0%,0.0%,55.6%,100.0%,-14
2018 Roland Garros R32,W vs Svitolina,20.9%,35.8%,54.0%,26.1%,43.5%,55.9%,15.0%,34.6%,50.0%,11.1%,22.2%,50.0%,0.0%,44.4%,100.0%,-9
2018 Strasbourg QF,W vs Hsieh,20.0%,37.5%,54.8%,23.1%,50.0%,65.0%,7.7%,53.8%,100.0%,15.4%,15.4%,36.4%,0.0%,50.0%,-,-18
Career (30 matches),,20.3%,27.8%,47.3%,24.0%,33.9%,50.4%,20.8%,37.2%,47.7%,16.5%,20.7%,41.9%,2.2%,27.5%,32.3%,46
