Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2022 Wimbledon R64,L vs Gauff,11,20,0.6,9.7%,17.7%,10,19,0.5,10.0%,19.0%,6.0%,4.0%,1.3,21.2%,15.9%
2022 Wimbledon R128,W vs Schunk,19,20,1.0,17.6%,18.5%,19,17,1.1,19.2%,17.2%,4.0%,6.1%,0.4,11.1%,26.9%
2022 BJK Cup QLS R1: ROU vs POL RR,L vs Swiatek,1,17,0.1,1.3%,22.7%,1,16,0.1,1.4%,22.9%,1.4%,0.0%,1.4,24.0%,17.3%
2021 W80 Valencia F,L vs Rus,19,45,0.4,11.5%,27.3%,19,38,0.5,12.3%,24.7%,2.6%,9.7%,0.4,7.3%,17.6%
2021 Wimbledon R128,L vs Williams,28,33,0.8,13.1%,15.4%,23,32,0.7,12.1%,16.8%,6.8%,4.7%,0.9,15.4%,17.8%
2021 Roland Garros R64,L vs Williams,25,21,1.2,14.6%,12.3%,25,21,1.2,15.9%,13.4%,,,0.8,12.3%,14.6%
2021 Roland Garros R128,W vs Rus,20,19,1.1,13.6%,12.9%,20,19,1.1,14.4%,13.7%,,,0.5,6.1%,13.6%
2021 BJK Cup Playoffs: ROU vs ITA RR,L vs Trevisan,28,57,0.5,13.8%,28.1%,27,54,0.5,13.8%,27.7%,10.8%,3.1%,0.4,7.4%,18.2%
2021 Australian Open R128,L vs Andreescu,11,26,0.4,6.9%,16.3%,11,26,0.4,7.1%,16.9%,,,0.7,15.0%,21.3%
2019 Hiroshima SF,L vs Hibino,28,44,0.6,15.9%,25.0%,26,39,0.7,16.0%,23.9%,4.9%,11.0%,0.9,14.8%,15.9%
2019 US Open R128,L vs Petkovic,21,25,0.8,14.6%,17.4%,21,21,1.0,15.7%,15.7%,9.0%,6.7%,1.0,17.4%,18.1%
2019 Wimbledon R64,L vs Halep,25,44,0.6,15.4%,27.2%,25,40,0.6,16.2%,26.0%,7.8%,8.4%,0.6,7.4%,11.7%
2019 Wimbledon R128,W vs Pegula,17,28,0.6,13.3%,21.9%,17,25,0.7,14.5%,21.4%,9.4%,5.1%,0.7,10.9%,14.8%
2019 Roland Garros R128,L vs Alexandrova,12,25,0.5,9.2%,19.2%,12,25,0.5,10.0%,20.8%,,,0.7,13.8%,20.0%
2019 Charleston R16,L vs Wozniacki,40,46,0.9,19.4%,22.3%,38,38,1.0,19.8%,19.8%,8.9%,10.9%,0.9,11.7%,13.1%
2019 Acapulco R16,L vs Andreescu,11,26,0.4,7.9%,18.7%,10,22,0.5,7.8%,17.2%,3.1%,4.7%,0.5,11.5%,22.3%
2019 Fed Cup RR,L vs Pliskova,14,20,0.7,11.3%,16.1%,13,17,0.8,11.5%,15.0%,4.4%,7.1%,1.6,19.4%,12.1%
2018 San Jose F,W vs Sakkari,11,22,0.5,10.5%,21.0%,9,19,0.5,9.6%,20.2%,4.3%,5.3%,0.2,5.7%,28.6%
2018 San Jose SF,W vs Mertens,26,38,0.7,14.1%,20.5%,24,34,0.7,14.1%,20.0%,8.8%,4.7%,0.3,8.6%,25.9%
2018 San Jose QF,W vs Tomljanovic,20,27,0.7,15.6%,21.1%,13,23,0.6,11.7%,20.7%,8.1%,2.7%,0.3,6.3%,21.9%
Career (39 matches),,849,1100,0.8,14.6%,18.9%,771,990,0.8,14.4%,18.5%,7.0%,5.7%,0.7,12.3%,18.5%
