Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2022,15,7,8,46.7%,18-15,54.5%,142-141,50.2%,1-0,100.0%,6,64.7%,39.2%,0.9%,3.8%,62.2%,61.7%,45.4%,55.5%,46.3%,51.0%,1.04,QF (3x)
2021,16,13,3,81.3%,26-6,81.3%,181-93,66.1%,1-2,33.3%,4,75.8%,51.4%,2.1%,4.2%,66.1%,67.7%,50.8%,62.0%,51.5%,56.2%,1.35,W (W80+H Le Neubourg)
2018,5,3,2,60.0%,7-6,53.8%,64-62,50.8%,1-0,100.0%,1,87.5%,6.3%,7.2%,2.1%,56.7%,72.7%,59.5%,67.0%,29.0%,48.4%,0.88,SF (Midland MI $100K)
2017,71,56,15,78.9%,116-39,74.8%,847-535,61.3%,5-6,45.5%,0,,,,,,,,,,,,W (7x)
2016,15,5,10,33.3%,14-22,38.9%,157-189,45.4%,1-5,16.7%,0,,,,,,,,,,,,QF (Ankara $50K)
2015,59,44,15,74.6%,89-38,70.1%,674-433,60.9%,3-4,42.9%,0,,,,,,,,,,,,W (4x)
2014,7,6,1,85.7%,13-4,76.5%,89-51,63.6%,1-0,100.0%,0,,,,,,,,,,,,W (Bucharest 10K)
2012,19,9,10,47.4%,22-21,51.2%,207-196,51.4%,4-2,66.7%,0,,,,,,,,,,,,SF (Grado 25K)
2011,60,43,17,71.7%,94-36,72.3%,700-484,59.1%,11-6,64.7%,0,,,,,,,,,,,,W (3x)
2010,46,33,13,71.7%,69-28,71.1%,476-300,61.3%,1-1,50.0%,0,,,,,,,,,,,,W (2x)
2009,24,13,11,54.2%,31-28,52.5%,271-266,50.5%,3-5,37.5%,0,,,,,,,,,,,,SF (Le Havre 10K)
2008,32,17,15,53.1%,38-34,52.8%,328-322,50.5%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
2007,31,17,14,54.8%,39-33,54.2%,328-285,53.5%,0-2,0.0%,0,,,,,,,,,,,,F (Rabat 10K)
2006,30,20,10,66.7%,42-24,63.6%,336-241,58.2%,1-5,16.7%,0,,,,,,,,,,,,W (La Palma 25K)
2005,21,12,9,57.1%,28-22,56.0%,241-212,53.2%,2-1,66.7%,0,,,,,,,,,,,,SF (Mumbai 1 10K)
2004,19,14,5,73.7%,29-13,69.0%,232-169,57.9%,3-4,42.9%,0,,,,,,,,,,,,W (2x)
Career,470,312,158,66.4%,675-369,64.7%,5273-3979,57.0%,43-46,48.3%,11,72.0%,38.2%,2.2%,3.6%,62.6%,65.2%,49.4%,59.2%,45.7%,52.4%,1.12,
