Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2022 Wimbledon R64,L vs Gauff,0.97,0.41,44.5,2.2,2.9%,65.7%,0.0%,39.4%,16.7%,23.8%
2022 Wimbledon R128,W vs Schunk,1.04,1.86,42.1,2.1,0.0%,72.0%,0.0%,75.0%,46.7%,48.3%
2022 BJK Cup QLS R1: ROU vs POL RR,L vs Swiatek,0.66,0.26,23.3,2.0,0.0%,27.8%,0.0%,37.5%,19.0%,35.0%
2021 W80 Valencia F,L vs Rus,0.96,0.78,63.7,3.3,0.0%,45.5%,0.0%,61.4%,37.5%,37.8%
2021 Wimbledon R128,L vs Williams,0.88,0.95,68.2,2.6,2.2%,58.7%,9.5%,71.4%,36.5%,39.7%
2021 Roland Garros R64,L vs Williams,1.11,0.75,59.9,2.0,0.0%,54.3%,0.0%,55.8%,30.2%,30.8%
2021 Roland Garros R128,W vs Rus,1.15,1.23,54.3,3.6,0.0%,43.2%,0.0%,63.3%,50.0%,52.6%
2021 BJK Cup Playoffs: ROU vs ITA RR,L vs Trevisan,0.89,0.88,109.2,27.1,1.9%,48.1%,0.0%,54.2%,48.1%,49.0%
2021 Australian Open R128,L vs Andreescu,1.01,0.66,62.0,3.4,0.0%,54.3%,0.0%,65.9%,28.9%,22.9%
2019 Hiroshima SF,L vs Hibino,1.05,0.85,70.9,4.4,2.3%,43.2%,2.5%,57.5%,38.3%,42.2%
2019 US Open R128,L vs Petkovic,0.92,0.75,52.1,2.0,0.0%,45.7%,0.0%,54.3%,34.2%,47.2%
2019 New York R16,L vs Blinkova,0.81,0.80,67.1,7.3,-,39.0%,-,61.5%,52.2%,46.7%
2019 San Jose R32,L vs Kasatkina,1.05,0.48,38.2,2.0,-,48.1%,-,34.8%,27.3%,26.3%
2019 Wimbledon R64,L vs Halep,0.96,0.85,63.2,2.0,0.0%,43.5%,0.0%,47.5%,45.0%,52.8%
2019 Wimbledon R128,W vs Pegula,1.16,1.27,53.9,2.9,0.0%,48.5%,0.0%,50.0%,60.6%,50.0%
2019 Birmingham R32,L vs Pliskova,0.86,0.57,40.3,2.1,-,59.4%,-,60.0%,27.6%,25.9%
2019 Roland Garros R128,L vs Alexandrova,1.02,0.75,59.1,2.3,0.0%,50.0%,2.9%,50.0%,32.3%,41.4%
2019 Rome R16,L vs Osaka,1.08,0.50,42.9,2.0,-,38.2%,-,63.6%,21.7%,23.8%
2019 Madrid R32,L vs Sevastova,0.77,0.44,42.7,2.1,0.0%,61.8%,0.0%,56.3%,24.1%,21.7%
2019 Madrid R64,W vs Tomljanovic,1.17,1.63,52.1,2.3,10.7%,71.4%,15.4%,65.4%,46.7%,40.7%
2022 (3 matches),,0.93,0.68,38.2,2.1,1.3%,59.0%,0.0%,50.7%,29.3%,37.1%
2021 (6 matches),,0.99,0.88,71.2,3.3,0.7%,50.9%,1.6%,61.7%,38.8%,39.5%
2019 (28 matches),,0.99,0.85,57.6,2.7,1.4%,50.5%,1.9%,54.1%,40.7%,41.4%
2018 (55 matches),,1.01,1.07,55.8,2.8,3.3%,55.8%,3.6%,60.7%,43.7%,45.3%
2017 (33 matches),,1.04,1.33,54.2,2.5,3.8%,60.6%,2.7%,63.4%,48.8%,47.9%
Career (157 matches),,1.01,1.05,56.1,2.7,2.6%,55.5%,2.5%,58.9%,43.9%,44.9%
