Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,6,Hard,8,2,6,25.0%,2,1,1,50.0%,2012,2022,R128,5,0.74,2.8%,4.4%,59.5%,60.6%,43.5%,53.7%,34.4%,39.5%,43.5%
Roland Garros,7,Clay,15,7,8,46.7%,0,0,0,-,2012,2025,R16,15,0.94,1.5%,6.8%,64.7%,61.3%,37.7%,53.0%,44.3%,50.8%,47.5%
Wimbledon,7,Grass,13,6,7,46.2%,4,1,3,25.0%,2012,2025,R32,9,1.00,1.5%,2.9%,68.5%,61.4%,51.9%,58.4%,41.5%,43.6%,45.8%
US Open,7,Hard,14,7,7,50.0%,3,0,3,0.0%,2011,2021,R128,10,0.91,3.3%,5.1%,64.8%,62.2%,45.1%,56.2%,40.1%,61.1%,35.9%
Olympics,1,,2,1,1,50.0%,1,0,1,0.0%,2021,2021,R32,0,,,,,,,,,,
Fed Cup,2,,5,2,3,40.0%,1,1,0,100.0%,2012,2019,,3,0.70,1.7%,7.9%,57.1%,61.4%,38.2%,51.4%,34.1%,47.8%,27.3%
Cincinnati,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2019,2025,Q1,2,0.68,0.0%,10.2%,57.6%,50.0%,36.0%,44.1%,37.9%,37.5%,33.3%
Prague,4,Hard,9,5,4,55.6%,2,2,0,100.0%,2018,2025,F,9,0.94,2.2%,5.3%,64.9%,60.7%,46.0%,55.5%,41.6%,58.8%,43.7%
Linz,2,Hard,8,6,2,75.0%,5,4,1,80.0%,2017,2021,SF,8,1.13,3.5%,3.8%,67.0%,65.8%,50.5%,60.7%,44.5%,56.1%,42.5%
Miami,3,Hard,5,2,3,40.0%,2,1,1,50.0%,2018,2021,R64,5,0.84,2.1%,6.7%,58.5%,52.3%,48.9%,50.9%,41.4%,52.8%,43.6%
San Jose,2,Hard,6,5,1,83.3%,0,0,0,-,2018,2019,W,6,1.16,3.5%,6.1%,56.6%,62.2%,47.6%,55.9%,51.0%,47.7%,50.7%
Eastbourne,2,Grass,4,2,2,50.0%,1,1,0,100.0%,2018,2019,R16,4,1.00,2.4%,3.4%,67.2%,58.9%,51.0%,56.3%,43.6%,50.0%,32.7%
