Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,65,25,40,38.5%,62-87,41.6%,636-748,46.0%,11-9,55.0%,60,60.6%,31.0%,2.6%,6.2%,61.5%,60.5%,44.4%,54.3%,42.2%,48.3%,0.92
Clay,48,26,22,54.2%,57-50,53.3%,521-490,51.5%,4-5,44.4%,48,65.4%,38.4%,2.2%,5.4%,62.8%,62.0%,45.9%,56.0%,44.9%,50.4%,1.02
Grass,20,11,9,55.0%,25-25,50.0%,235-227,50.9%,2-2,50.0%,20,72.4%,30.2%,3.7%,3.2%,66.6%,64.7%,52.4%,60.6%,41.4%,50.7%,1.05
Grand Slams,22,8,14,36.4%,22-29,43.1%,225-254,47.0%,1-3,25.0%,22,64.9%,31.7%,2.0%,4.3%,66.5%,60.9%,44.7%,55.5%,40.8%,48.1%,0.92
Premiers,35,18,17,51.4%,37-42,46.8%,346-360,49.0%,2-2,50.0%,35,63.2%,35.1%,3.2%,5.8%,61.4%,61.2%,46.8%,55.6%,43.4%,49.5%,0.98
Internationals,56,31,25,55.4%,73-59,55.3%,654-620,51.3%,13-7,65.0%,56,66.5%,36.0%,2.8%,5.5%,63.1%,63.4%,46.1%,57.0%,44.7%,50.8%,1.04
Finals,3,1,2,33.3%,4-4,50.0%,33-33,50.0%,0-0,-,3,69.7%,30.3%,2.8%,4.4%,65.1%,69.5%,35.2%,57.5%,41.3%,49.7%,0.97
Semi-finals,9,3,6,33.3%,8-14,36.4%,99-109,47.6%,0-3,0.0%,9,63.7%,33.0%,1.9%,3.9%,62.8%,59.5%,48.9%,55.6%,44.1%,49.5%,0.99
Quarter-finals,10,9,1,90.0%,18-3,85.7%,124-81,60.5%,3-0,100.0%,10,82.4%,37.0%,4.7%,3.0%,62.8%,70.2%,53.8%,64.1%,45.3%,54.5%,1.26
vs Righties,123,57,66,46.3%,131-152,46.3%,1282-1357,48.6%,16-15,51.6%,119,64.1%,33.3%,2.7%,5.4%,62.5%,61.5%,46.1%,55.7%,42.9%,49.3%,0.97
vs Lefties,9,4,5,44.4%,11-10,52.4%,98-102,49.0%,1-1,50.0%,8,65.9%,37.0%,1.6%,5.7%,66.9%,63.5%,44.6%,57.2%,44.7%,50.9%,1.04
vs Top 10,17,3,14,17.6%,12-27,30.8%,143-207,40.9%,1-1,50.0%,16,63.7%,23.4%,3.0%,4.1%,65.5%,60.3%,45.9%,55.3%,37.3%,46.3%,0.84
