Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2022 BJK Cup Qualifiers RR,L vs Swiatek,4.0,4.7,3.5,28.9%,37.5%,20.0%,0.0%,59.8%,6.1%,-6.5,-9.7,-4.0,-9.1
2021 ITF Valencia F,L vs Rus,4.7,4.8,4.5,42.3%,40.5%,56.5%,59.1%,35.8%,9.3%,4.5,4.0,6.5,3.4
2021 Roland Garros R64,L vs Williams,3.8,4.2,3.4,37.4%,46.5%,52.4%,75.0%,49.6%,13.2%,6.0,5.0,2.5,2.3
2021 Roland Garros R128,W vs Rus,4.7,4.6,4.8,46.7%,54.3%,57.9%,61.1%,51.5%,9.0%,10.0,6.8,5.0,4.1
2021 BJK Cup RR,L vs Trevisan,4.9,5.1,4.8,51.2%,47.5%,45.2%,55.6%,70.5%,8.4%,10.0,3.3,-5.0,-4.2
2021 Australian Open R128,L vs Andreescu,4.3,4.8,3.8,42.0%,44.4%,52.4%,46.7%,50.7%,13.0%,0.5,0.4,5.0,4.3
2019 Hiroshima SF,L vs Hibino,4.1,4.2,4.1,37.2%,53.7%,43.3%,81.8%,44.4%,15.6%,3.0,2.4,0.5,0.4
2019 Wimbledon R64,L vs Halep,4.4,4.5,4.2,45.5%,51.9%,35.0%,53.8%,52.9%,13.1%,1.0,0.6,-2.0,-1.6
2019 Charleston R16,L vs Wozniacki,4.9,5.0,4.8,40.7%,57.1%,47.5%,45.8%,48.1%,10.9%,3.5,1.9,26.5,14.5
2019 Acapulco R16,L vs Andreescu,3.7,4.2,3.2,44.3%,43.6%,61.5%,37.5%,44.9%,8.0%,4.5,5.3,0.0,0.0
2019 Fed Cup RR,L vs Pliskova,3.4,3.5,3.4,42.9%,50.0%,50.0%,0.0%,50.6%,16.9%,0.0,0.0,8.0,11.9
2018 San Jose F,W vs Sakkari,3.8,3.5,4.0,64.4%,64.3%,50.0%,50.0%,70.9%,18.8%,4.0,3.5,0.0,0.0
2018 San Jose SF,W vs Mertens,4.1,4.1,4.1,48.9%,54.9%,63.0%,66.7%,44.0%,9.6%,11.5,9.1,-0.5,-0.3
2018 San Jose QF,W vs Tomljanovic,3.7,3.5,4.0,60.8%,50.0%,69.2%,40.0%,61.3%,18.2%,8.0,6.9,5.5,8.7
2018 San Jose R16,W vs Anisimova,3.3,3.3,3.2,53.1%,65.0%,46.7%,40.0%,49.3%,7.8%,7.0,7.1,11.5,11.0
2018 Birmingham SF,L vs Kvitova,2.5,2.5,2.4,44.9%,47.8%,50.0%,-,78.4%,10.5%,-1.0,-2.1,-1.0,-5.9
2018 Birmingham QF,W vs Svitolina,4.0,5.0,3.1,53.7%,68.2%,62.5%,80.0%,46.9%,23.2%,9.0,11.7,6.0,8.6
2018 Birmingham R16,W vs Martic,3.9,4.4,3.3,52.9%,57.6%,52.6%,70.0%,56.7%,19.6%,11.0,9.1,14.0,18.2
2018 Roland Garros R32,W vs Svitolina,4.6,4.6,4.6,52.6%,52.6%,56.3%,55.6%,63.6%,11.3%,16.5,9.8,1.5,1.6
2018 Strasbourg QF,W vs Hsieh,3.7,3.5,3.9,60.7%,58.1%,63.6%,75.0%,57.8%,10.3%,19.5,22.9,13.0,21.7
Career (30 matches),,4.0,4.2,3.8,47.5%,51.1%,51.4%,54.3%,51.4%,13.0%,5.8,4.9,4.3,4.1
